,obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC,reported
1418,Cl* NGC 188 PKM 8889,4926517,2018A&A...616A..10G,13.053382485860004,85.00756155854,2020yCat.1350....0G,0.2772,0.2639999985694885,2020yCat.1350....0G,-2.911,-1.555,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573929813976642560|Cl* NGC  188    PKM    8889|Cl* NGC  188    SMV   10285|Gaia DR2 573929813976642560,573929813976642560,5.7392981397664256e+17,,1
1419,Cl* NGC 188 PKM 8096,4924085,2018A&A...616A..10G,10.02445596576,85.07740423761,2020yCat.1350....0G,0.3134,0.2472999989986419,2020yCat.1350....0G,-2.167,-1.385,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573945108356265216|TIC 461597300|Cl* NGC  188    PKM    8096|Cl* NGC  188    SMV    4657|2MASS J00400640+8504393|Gaia DR2 573945108356265216,573945108356265216,5.739451083562652e+17,461597300.0,1
1420,Cl* NGC 188 PKM 8712,4926122,2018A&A...616A..10G,12.56751974832,85.10041732333,2020yCat.1350....0G,0.3184,0.1826999932527542,2020yCat.1350....0G,-2.455,-0.647,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573931497603859456|Cl* NGC  188    PKM    8712|Cl* NGC  188    SMV    9380|Gaia DR2 573931497603859456,573931497603859456,5.7393149760385946e+17,,1
1422,NGC 188 1131,304007,2018A&A...616A..10G,11.9793712808,85.24451977227,2020yCat.1350....0G,0.7365,0.1360000073909759,2020yCat.1350....0G,-2.382,-0.915,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941393208571136|Cl* NGC  188    SMV    8219|Cl* NGC  188    PKM    5041|NGC   188  1131|Cl* NGC  188    FTS     562|Gaia DR2 573941393208571136,573941393208571136,5.7394139320857114e+17,,1
1423,Cl* NGC 188 PKM 5628,4926469,2018A&A...616A..10G,13.055926608099998,85.30203769046,2020yCat.1350....0G,0.7422,0.2132000029087066,2020yCat.1350....0G,-1.774,-1.421,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573963761398297344|Cl* NGC  188    PKM    5628|Cl* NGC  188    SMV   10174|Gaia DR2 573963761398297344,573963761398297344,5.7396376139829734e+17,,1
1424,Cl* NGC 188 E II-87,4926135,2018A&A...616A..10G,12.60475923887,85.24427650394,2020yCat.1350....0G,0.32,0.1615000069141388,2020yCat.1350....0G,-2.128,-0.951,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939778300868224|Cl* NGC  188      E   II-87|Cl* NGC  188    PKM    5378|Cl* NGC  188    SMV    9407|Gaia DR2 573939778300868224,573939778300868224,5.739397783008682e+17,,1
1425,Cl* NGC 188 PKM 2799,4922489,2018A&A...616A..10G,7.2400986974900015,85.42535339395,2020yCat.1350....0G,0.6305,0.2495999932289123,2020yCat.1350....0G,-2.004,0.918,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573953831432605824|Cl* NGC  188    PKM    2799|Cl* NGC  188    SMV    1365|Gaia DR2 573953831432605824,573953831432605824,5.739538314326058e+17,,1
1428,Cl* NGC 188 PKM 921,4924674,2018A&A...616A..10G,10.60793428702,85.71115007623,2020yCat.1350....0G,0.671,0.2691999971866607,2020yCat.1350....0G,-2.376,0.238,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573989947814616960|TIC 461599541|Cl* NGC  188    PKM     921|Cl* NGC  188    SMV    5842|2MASS J00422629+8542400|Gaia DR2 573989947814616960,573989947814616960,5.7398994781461696e+17,461599541.0,1
1429,Gaia EDR3 573880855645340672,14748474,2018A&A...616A..10G,15.76040893366,85.64072139134,2020yCat.1350....0G,0.3879,0.3197000026702881,2020yCat.1350....0G,-2.804,0.164,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573880855645340672|Gaia DR2 573880855643091456,573880855645340672,5.7388085564309146e+17,,1
1431,Cl* NGC 188 PKM 5888,4925665,2018A&A...616A..10G,11.98106162242,85.19300158483,2020yCat.1350....0G,0.6435,0.0513999983668327,2020yCat.1350....0G,-2.417,-1.208,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573937892811737472|Cl* NGC  188    PKM    5888|Cl* NGC  188    SMV    8227|Cl* NGC  188    FTS       3|Gaia DR2 573937892811180416,573937892811737472,5.739378928111804e+17,,1
1432,Cl* NGC 188 PKM 5234,4926042,2018A&A...616A..10G,12.5095511114,85.39059239698,2020yCat.1350....0G,0.3293,0.0898000001907348,2020yCat.1350....0G,-2.308,-0.989,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573964654750228736|TIC 461618879|Cl* NGC  188    PKM    5234|Cl* NGC  188    SMV    9192|2MASS J00500203+8523263|Gaia DR2 573964654750228736,573964654750228736,5.7396465475022874e+17,461618879.0,1
1440,Cl* NGC 188 PKM 3060,4923115,2018A&A...616A..10G,8.47235655108,85.43753279054,2020yCat.1350....0G,0.6641,0.1510999947786331,2020yCat.1350....0G,-2.451,-1.044,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573959225911556992|TIC 461595678|Cl* NGC  188    PKM    3060|Cl* NGC  188    SMV    2756|2MASS J00335292+8526156|Gaia DR2 573959225911556992,573959225911556992,5.73959225911557e+17,461595678.0,1
1441,Cl* NGC 188 PKM 4746,4925173,2018A&A...616A..10G,11.35246667637,85.16677700542,2020yCat.1350....0G,0.3122,0.2134999930858612,2020yCat.1350....0G,-2.362,-0.961,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935040952902784|Cl* NGC  188    PKM    4746|Cl* NGC  188    SMV    6948|Gaia DR2 573935040952902784,573935040952902784,5.739350409529028e+17,,1
1448,Cl* NGC 188 E II-76,4926014,2018A&A...616A..10G,12.43428849361,85.1961062099,2020yCat.1350....0G,0.6719,0.2451000064611435,2020yCat.1350....0G,-2.112,-1.016,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938030250136192|Cl* NGC  188      E   II-76|Cl* NGC  188    PKM    5456|Cl* NGC  188    SMV    9116|Gaia DR2 573938030250136192,573938030250136192,5.739380302501362e+17,,1
1450,Cl* NGC 188 PKM 6101,4926992,2018A&A...616A..10G,13.853078569810002,85.36207434662,2020yCat.1350....0G,0.7373,0.1900999993085861,2020yCat.1350....0G,-3.084,-0.794,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573964929628127104|Cl* NGC  188    PKM    6101|Cl* NGC  188    SMV   11250|Gaia DR2 573964929628127104,573964929628127104,5.739649296281271e+17,,1
1452,Cl* NGC 188 PKM 4476,4925190,2018A&A...616A..10G,11.347291371570002,85.39985265559,2020yCat.1350....0G,0.6676,0.1533000022172927,2020yCat.1350....0G,-2.291,-1.143,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573968228163007104|TIC 461601497|Cl* NGC  188    PKM    4476|Cl* NGC  188    SMV    6986|2MASS J00452331+8523595|Gaia DR2 573968228163007104,573968228163007104,5.739682281630071e+17,461601497.0,1
1453,Cl* NGC 188 PKM 3355,4923564,2018A&A...616A..10G,9.27982394095,85.15071898596,2020yCat.1350....0G,0.7327,0.0962999984622001,2020yCat.1350....0G,-2.077,-1.183,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573946345306816640|Cl* NGC  188    PKM    3355|Cl* NGC  188    SMV    3609|Gaia DR2 573946345306816640,573946345306816640,5.7394634530681664e+17,,1
1455,Cl* NGC 188 PKM 4406,4924750,2018A&A...616A..10G,10.83478255192,85.15653917145,2020yCat.1350....0G,0.3476,0.1018000021576881,2020yCat.1350....0G,-2.091,-1.019,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935345894569728|TIC 461599169|Cl* NGC  188    PKM    4406|Cl* NGC  188    SMV    6004|2MASS J00432064+8509236|Gaia DR2 573935345894569728,573935345894569728,5.739353458945697e+17,461599169.0,1
1462,Cl* NGC 188 PKM 8568,4925519,2018A&A...616A..10G,11.79013818458,85.05755212476,2020yCat.1350....0G,0.6601,0.0678000003099441,2020yCat.1350....0G,-2.323,-1.092,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573931123942758528|TIC 461601024|Cl* NGC  188    PKM    8568|Cl* NGC  188    SMV    7814|2MASS J00470954+8503271|Gaia DR2 573931123942758528,573931123942758528,5.739311239427585e+17,461601024.0,1
1463,Cl* NGC 188 PKM 4319,4924865,2018A&A...616A..10G,10.94629809853,85.24655260889,2020yCat.1350....0G,0.3124,0.1155999973416328,2020yCat.1350....0G,-2.665,-0.74,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941981620003584|TIC 461599262|Cl* NGC  188    PKM    4319|Cl* NGC  188    SMV    6239|2MASS J00434680+8514472|Gaia DR2 573941981620003584,573941981620003584,5.739419816200036e+17,461599262.0,1
1464,Cl* NGC 188 PKM 8849,4926471,2018A&A...616A..10G,13.009805221920002,85.09775828924,2020yCat.1350....0G,0.3917,0.1238999962806701,2020yCat.1350....0G,-2.265,-0.797,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573936342326971520|TIC 461618526|Cl* NGC  188    PKM    8849|Cl* NGC  188    SMV   10177|2MASS J00520251+8505517|Gaia DR2 573936342326971520,573936342326971520,5.739363423269715e+17,461618526.0,1
1470,Cl* NGC 188 PKM 4510,4925399,2018A&A...616A..10G,11.62366715335,85.34768336525,2020yCat.1350....0G,0.3676,0.1405999958515167,2020yCat.1350....0G,-2.617,-1.01,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943798388974720|Cl* NGC  188    PKM    4510|Cl* NGC  188    SMV    7500|Gaia DR2 573943798388974720,573943798388974720,5.739437983889747e+17,,1
1471,Cl* NGC 188 PKM 8431,4925028,2018A&A...616A..10G,11.179663580470004,85.02339816818,2020yCat.1350....0G,0.3839,0.1791000068187713,2020yCat.1350....0G,-2.184,-0.917,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573932081719369216|TIC 461599087|Cl* NGC  188    PKM    8431|Cl* NGC  188    SMV    6599|2MASS J00444333+8501230|Gaia DR2 573932081719369216,573932081719369216,5.739320817193692e+17,461599087.0,1
1472,Cl* NGC 188 PKM 3252,4923589,2018A&A...616A..10G,9.20982671241,85.32966795701,2020yCat.1350....0G,0.4092,0.1761000007390976,2020yCat.1350....0G,-2.298,-0.732,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573955274541534976|Cl* NGC  188    PKM    3252|Cl* NGC  188    SMV    3653|Gaia DR2 573955274541534976,573955274541534976,5.73955274541535e+17,,1
1473,Cl* NGC 188 PKM 3819,4923612,2018A&A...616A..10G,9.30565640602,85.2129881715,2020yCat.1350....0G,0.4376,0.152999997138977,2020yCat.1350....0G,-2.342,0.049,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573948368234670592|Cl* NGC  188    PKM    3819|Cl* NGC  188    SMV    3700|Gaia DR2 573948368234670592,573948368234670592,5.739483682346706e+17,,1
1475,Cl* NGC 188 E II-63,4925866,2018A&A...616A..10G,12.25062451349,85.20220175774,2020yCat.1350....0G,0.3896,0.2795000076293945,2020yCat.1350....0G,-2.442,-0.172,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938232112698368|Cl* NGC  188      E   II-63|Cl* NGC  188    PKM    5447|Cl* NGC  188    SMV    8771|Gaia DR2 573938232112698368,573938232112698368,5.739382321126984e+17,,1
1480,NGC 188 2233,303959,2018A&A...616A..10G,11.858447931200002,85.31698449183,2020yCat.1350....0G,0.648,0.0788000002503395,2020yCat.1350....0G,-2.356,-0.946,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943489151299840|TIC 461601410|2MASS J00472595+8519010|Cl* NGC  188    PKM    4921|Cl* NGC  188    SMV    7974|GEN# +2.01882233|NGC   188  2233|UBV M  30031|Cl* NGC  188    FTS     493|Gaia DR2 573943489151299840,573943489151299840,5.7394348915129984e+17,461601410.0,1
1482,Cl* NGC 188 PKM 4844,4925682,2018A&A...616A..10G,12.01371547113,85.39278012901,2020yCat.1350....0G,0.6893,0.1106999963521957,2020yCat.1350....0G,-2.669,-0.532,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573967472248766592|TIC 461601490|Cl* NGC  188    PKM    4844|Cl* NGC  188    SMV    8284|2MASS J00480337+8523338|Gaia DR2 573967472248766592,573967472248766592,5.739674722487666e+17,461601490.0,1
1491,Cl* NGC 188 PKM 3925,4924405,2018A&A...616A..10G,10.31290111412,85.38367803104,2020yCat.1350....0G,0.3386,0.1629000008106231,2020yCat.1350....0G,-2.437,-1.119,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956270974022016|Cl* NGC  188    PKM    3925|Cl* NGC  188    SMV    5238|Gaia DR2 573956270974022016,573956270974022016,5.73956270974022e+17,,1
1493,Cl* NGC 188 PKM 1979,4927148,2018A&A...616A..10G,14.21999956375,85.59636500711,2020yCat.1350....0G,0.4381,0.1085999980568885,2020yCat.1350....0G,-2.137,-0.697,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573974172398047744|TIC 461620807|Cl* NGC  188    PKM    1979|Cl* NGC  188    SMV   11461|2MASS J00565322+8535463|Gaia DR2 573974172398047744,573974172398047744,5.7397417239804774e+17,461620807.0,1
1495,Cl* NGC 188 PKM 8570,4925451,2018A&A...616A..10G,11.70039198569,85.05659077181,2020yCat.1350....0G,0.4069,0.1571000069379806,2020yCat.1350....0G,-2.362,-0.964,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573929646474008576|TIC 461601023|Cl* NGC  188    PKM    8570|Cl* NGC  188    SMV    7628|2MASS J00464796+8503236|Gaia DR2 573929646474008576,573929646474008576,5.739296464740086e+17,461601023.0,1
1497,Cl* NGC 188 MT 122,4925949,2018A&A...616A..10G,12.35124110314,85.26931763056,2020yCat.1350....0G,0.3655,0.0816000029444694,2020yCat.1350....0G,-2.495,-1.008,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573940057474654336|TIC 461618755|Cl* NGC  188     MT     122|Cl* NGC  188    PKM    5341|Cl* NGC  188    SMV    8962|Cl* NGC  188    FTS     497|2MASS J00492421+8516093|Gaia DR2 573940057474654336,573940057474654336,5.7394005747465434e+17,461618755.0,1
1500,Cl* NGC 188 PKM 4316,4924889,2018A&A...616A..10G,10.985497566470002,85.24965102543,2020yCat.1350....0G,0.7481,0.1137999966740608,2020yCat.1350....0G,-2.138,-1.13,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941977324196864|Cl* NGC  188    PKM    4316|Cl* NGC  188    SMV    6300|Gaia DR2 573941977324196864,573941977324196864,5.7394197732419686e+17,,1
1504,Gaia EDR3 574008192833907840,14748476,2018A&A...616A..10G,5.86756018342,85.54448013393,2020yCat.1350....0G,0.5831,0.1903000026941299,2020yCat.1350....0G,-0.597,-0.466,3.0,2020yCat.1350....0G,,,,Gaia EDR3 574008192833907840|Gaia DR2 574008192833907840,574008192833907840,5.7400819283390784e+17,,1
1506,Cl* NGC 188 PKM 3702,4923944,2018A&A...616A..10G,9.71451465559,85.37980446046,2020yCat.1350....0G,0.3187,0.2248000055551529,2020yCat.1350....0G,-2.334,-0.953,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573955686858455680|Cl* NGC  188    PKM    3702|Cl* NGC  188    SMV    4389|Gaia DR2 573955686858455680,573955686858455680,5.739556868584557e+17,,1
1509,Cl* NGC 188 MT 120,4926127,2018A&A...616A..10G,12.60127771232,85.29437688114,2020yCat.1350....0G,0.6863,0.0815000012516975,2020yCat.1350....0G,-2.372,-0.804,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573940431134574464|TIC 461618794|Cl* NGC  188     MT     120|Cl* NGC  188    PKM    5310|Cl* NGC  188    SMV    9389|Cl* NGC  188    FTS     486|2MASS J00502422+8517400|Gaia DR2 573940431134574464,573940431134574464,5.7394043113457446e+17,461618794.0,1
1516,Cl* NGC 188 PKM 4218,4924511,2018A&A...616A..10G,10.45563700965,85.35633030211,2020yCat.1350....0G,0.364,0.244499996304512,2020yCat.1350....0G,-2.551,-1.096,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956064815563136|Cl* NGC  188    PKM    4218|Cl* NGC  188    SMV    5463|Gaia DR2 573956064815563136,573956064815563136,5.7395606481556314e+17,,1
1519,Cl* NGC 188 PKM 5793,4926402,2018A&A...616A..10G,12.94630006248,85.13770371862,2020yCat.1350....0G,0.6642,0.0939999967813491,2020yCat.1350....0G,-2.376,-1.098,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573936724580100608|Cl* NGC  188    PKM    5793|Cl* NGC  188    SMV   10042|Gaia DR2 573936724580100608,573936724580100608,5.739367245801006e+17,,1
1521,Cl* NGC 188 PKM 8553,4925436,2018A&A...616A..10G,11.686792437490002,85.0849545564,2020yCat.1350....0G,0.4059,0.298799991607666,2020yCat.1350....0G,-2.772,-0.546,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573934108944075648|Cl* NGC  188    PKM    8553|Cl* NGC  188    SMV    7595|Gaia DR2 573934108944075648,573934108944075648,5.7393410894407565e+17,,1
1522,Cl* NGC 188 PKM 5369,4926120,2018A&A...616A..10G,12.58859717515,85.24838470951,2020yCat.1350....0G,0.3956,0.1762000024318695,2020yCat.1350....0G,-2.75,-1.12,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939778300869632|Cl* NGC  188    PKM    5369|Cl* NGC  188    SMV    9376|Gaia DR2 573939778300869632,573939778300869632,5.739397783008696e+17,,1
1528,Cl* NGC 188 PKM 3975,4924237,2018A&A...616A..10G,10.1100451131,85.32552300412,2020yCat.1350....0G,0.7275,0.2628999948501587,2020yCat.1350....0G,-1.533,-1.08,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954690425990400|Cl* NGC  188    PKM    3975|Cl* NGC  188    SMV    4928|Gaia DR2 573954690425990400,573954690425990400,5.739546904259904e+17,,1
1529,Cl* NGC 188 PKM 8731,4925886,2018A&A...616A..10G,12.26380973753,85.06076072982,2020yCat.1350....0G,0.6506,0.3413000106811523,2020yCat.1350....0G,-2.468,-0.561,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573930982207880320|Cl* NGC  188    PKM    8731|Cl* NGC  188    SMV    8815|Gaia DR2 573930982207880320,573930982207880320,5.739309822078803e+17,,1
1530,Gaia EDR3 573961115697264384,14748477,2018A&A...616A..10G,8.767839170699999,85.51314769832,2020yCat.1350....0G,0.4655,0.3921000063419342,2020yCat.1350....0G,-0.269,-3.21,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573961115697264384|Gaia DR2 573961115697264384,573961115697264384,5.739611156972644e+17,,1
1541,Gaia EDR3 573745267820781568,14748482,2018A&A...616A..10G,15.997021131289998,85.01442295268,2020yCat.1350....0G,0.3341,0.2858999967575073,2020yCat.1350....0G,-1.763,-1.655,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573745267820781568|Gaia DR2 573745267820781568,573745267820781568,5.737452678207816e+17,,1
1542,Cl* NGC 188 PKM 6503,4927451,2018A&A...616A..10G,14.537796482290002,85.17242048413,2020yCat.1350....0G,0.6765,0.0702999979257583,2020yCat.1350....0G,-2.288,-0.943,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750288639091456|TIC 461625823|Cl* NGC  188    PKM    6503|Cl* NGC  188    SMV   11876|2MASS J00580909+8510206|Gaia DR2 573750288639091456,573750288639091456,5.7375028863909146e+17,461625823.0,1
1548,Gaia EDR3 573735406575616128,14748485,2018A&A...616A..10G,14.2989702792,84.79585564861,2020yCat.1350....0G,0.6093,0.2495000064373016,2020yCat.1350....0G,-2.576,0.246,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573735406575616128|Gaia DR2 573735406575616128,573735406575616128,5.737354065756161e+17,,1
1550,Gaia EDR3 573769289574428800,14748487,2018A&A...616A..10G,16.74299799215,85.09800898233,2020yCat.1350....0G,0.6164,0.2700999975204468,2020yCat.1350....0G,-1.774,-1.368,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573769289574428800|Gaia DR2 573769289574428800,573769289574428800,5.737692895744288e+17,,1
1551,Gaia EDR3 573738705110505856,14748488,2018A&A...616A..10G,13.65795915443,84.83776790829,2020yCat.1350....0G,0.4069,0.3052999973297119,2020yCat.1350....0G,-2.237,-1.451,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573738705110505856|Gaia DR2 573738705110505856,573738705110505856,5.7373870511050586e+17,,1
1554,Cl* NGC 188 PKM 9274,4927251,2018A&A...616A..10G,14.114604385379996,85.01206931274,2020yCat.1350....0G,0.3927,0.0614000000059604,2020yCat.1350....0G,-2.221,-0.998,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573741629985055104|TIC 461620455|Cl* NGC  188    PKM    9274|Cl* NGC  188    SMV   11601|2MASS J00562745+8500433|Gaia DR2 573741629985055104,573741629985055104,5.737416299850551e+17,461620455.0,1
1556,Cl* NGC 188 PKM 9128,4926862,2018A&A...616A..10G,13.55776358191,85.07542503456,2020yCat.1350....0G,0.7165,0.2251999974250793,2020yCat.1350....0G,-2.422,-0.951,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573748635074970368|Cl* NGC  188    PKM    9128|Cl* NGC  188    SMV   11015|Gaia DR2 573748635074970368,573748635074970368,5.737486350749704e+17,,1
1557,Gaia EDR3 573757225010772992,14748490,2018A&A...616A..10G,17.41132888987,85.07022919971,2020yCat.1350....0G,0.6509,0.3366000056266784,2020yCat.1350....0G,-2.73,-1.004,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573757225010772992|Gaia DR2 573757225010772992,573757225010772992,5.73757225010773e+17,,1
1559,Cl* NGC 188 PKM 6144,4927083,2018A&A...616A..10G,13.97079631753,85.27251257967,2020yCat.1350....0G,0.3599,0.1199999973177909,2020yCat.1350....0G,-2.259,-1.045,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573775130729912320|TIC 461620629|Cl* NGC  188    PKM    6144|Cl* NGC  188    SMV   11375|2MASS J00555308+8516213|Gaia DR2 573775130729912320,573775130729912320,5.737751307299123e+17,461620629.0,1
1563,Gaia EDR3 573745856232867840,14748491,2018A&A...616A..10G,15.900255433750006,85.06732133761,2020yCat.1350....0G,0.3716,0.3165000081062317,2020yCat.1350....0G,-4.607,-0.175,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573745856232867840|Gaia DR2 573745856232867840,573745856232867840,5.7374585623286784e+17,,1
1564,Cl* NGC 188 PKM 6585,4927764,2018A&A...616A..10G,15.26482236264,85.37594811847,2020yCat.1350....0G,0.6441,0.0821999981999397,2020yCat.1350....0G,-2.272,-0.722,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573776814357075584|TIC 461625912|Cl* NGC  188    PKM    6585|Cl* NGC  188    SMV   12327|2MASS J01010364+8522337|Gaia DR2 573776814357075584,573776814357075584,5.737768143570756e+17,461625912.0,1
1566,Cl* NGC 188 PKM 6600,4927931,2018A&A...616A..10G,15.535983215519996,85.31953756492,2020yCat.1350....0G,0.3574,0.1606000065803527,2020yCat.1350....0G,-2.383,-1.006,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573776397743677184|TIC 461627773|Cl* NGC  188    PKM    6600|Cl* NGC  188    SMV   12567|2MASS J01020803+8519094|Gaia DR2 573776397743677184,573776397743677184,5.737763977436772e+17,461627773.0,1
1568,Gaia EDR3 573624806876097024,14748493,2018A&A...616A..10G,4.78870805799,85.26949564123,2020yCat.1350....0G,0.6758,0.2215999960899353,2020yCat.1350....0G,-3.429,-1.022,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573624806876097024|Gaia DR2 573624806876097024,573624806876097024,5.73624806876097e+17,,1
1573,Cl* NGC 188 PKM 9322,4927478,2018A&A...616A..10G,14.539249550440005,85.08956632864,2020yCat.1350....0G,0.2933,0.2445999979972839,2020yCat.1350....0G,-2.539,-1.25,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573748154038645504|Cl* NGC  188    PKM    9322|Cl* NGC  188    SMV   11909|Gaia DR2 573748154038645504,573748154038645504,5.737481540386455e+17,,1
1574,Gaia EDR3 573780246034403456,14748494,2018A&A...616A..10G,17.4565828783,85.37040250622,2020yCat.1350....0G,0.4144,0.1870000064373016,2020yCat.1350....0G,-1.635,-0.123,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573780246034403456|Gaia DR2 573780246034403456,573780246034403456,5.7378024603440346e+17,,1
1579,Gaia EDR3 573756469096186880,14748498,2018A&A...616A..10G,17.64425343308,85.04857712715,2020yCat.1350....0G,0.6252,0.3077000081539154,2020yCat.1350....0G,-5.059,-0.786,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573756469096186880|Gaia DR2 573756469096186880,573756469096186880,5.737564690961869e+17,,1
1586,Cl* NGC 188 PKM 6179,4927073,2018A&A...616A..10G,13.90515020007,85.19824926447,2020yCat.1350....0G,0.4148,0.061099998652935,2020yCat.1350....0G,-2.424,-0.735,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573751353790973184|TIC 461620586|Cl* NGC  188    PKM    6179|Cl* NGC  188    SMV   11360|2MASS J00553723+8511537|Gaia DR2 573751353790973184,573751353790973184,5.737513537909732e+17,461620586.0,1
1587,Cl* NGC 188 PKM 6289,4927358,2018A&A...616A..10G,14.44853006254,85.30776570283,2020yCat.1350....0G,0.7198,0.1030000001192092,2020yCat.1350....0G,-2.42,-0.714,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573775641829422208|TIC 461620667|Cl* NGC  188    PKM    6289|Cl* NGC  188    SMV   11748|2MASS J00574736+8518279|Gaia DR2 573775641829422208,573775641829422208,5.737756418294222e+17,461620667.0,1
1590,Cl* NGC 188 PKM 7188,4927040,2018A&A...616A..10G,13.846016220190002,85.17702037275,2020yCat.1350....0G,0.6747,0.2955000102519989,2020yCat.1350....0G,-0.25,-0.082,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750941474117504|Cl* NGC  188    PKM    7188|Cl* NGC  188    SMV   11318|Gaia DR2 573750941474117504,573750941474117504,5.737509414741175e+17,,1
1597,Cl* NGC 188 PKM 6219,4926851,2018A&A...616A..10G,13.55396983843,85.11619567592,2020yCat.1350....0G,0.2931,0.2660999894142151,2020yCat.1350....0G,-1.587,-0.349,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749150471232128|Cl* NGC  188    PKM    6219|Cl* NGC  188    SMV   10992|Gaia DR2 573749150471232128,573749150471232128,5.737491504712321e+17,,1
1599,Cl* NGC 188 PKM 6390,4927649,2018A&A...616A..10G,15.061689537090002,85.43691314577,2020yCat.1350....0G,0.716,0.1589999943971634,2020yCat.1350....0G,-1.872,-0.625,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573783682007966720|TIC 461625959|Cl* NGC  188    PKM    6390|Cl* NGC  188    SMV   12152|2MASS J01001445+8526123|Gaia DR2 573783682007966720,573783682007966720,5.737836820079667e+17,461625959.0,1
1602,Cl* NGC 188 PKM 6378,4927199,2018A&A...616A..10G,14.08187303808,85.12286035695,2020yCat.1350....0G,0.3808,0.0980999991297721,2020yCat.1350....0G,-2.366,-0.916,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749047391853952|TIC 461620531|Cl* NGC  188    PKM    6378|Cl* NGC  188    SMV   11532|2MASS J00561991+8507223|Gaia DR2 573749047391853952,573749047391853952,5.7374904739185395e+17,461620531.0,1
1604,Cl* NGC 188 PKM 6512,4927434,2018A&A...616A..10G,14.49766963698,85.15748346236,2020yCat.1350....0G,0.6717,0.2128999978303909,2020yCat.1350....0G,-2.289,-0.775,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750249982716544|Cl* NGC  188    PKM    6512|Cl* NGC  188    SMV   11849|Gaia DR2 573750249982716544,573750249982716544,5.7375024998271654e+17,,1
