,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,label,BP_err,RP_err,G_err,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,color,color_error,mag_abs,mag_abs_error
32926,1636148068921376768,Gaia DR3 573537395701810560,573537395701810560,927847849,2016.0,6.6605112165323614,0.021569727,84.71211493599728,0.02122685,0.53665674,0.023711434,22.632826,7.83061,-7.765623108885589,0.029097402,1.0067513685063627,0.0298339,0.041716512,0.044612575,-0.34078035,-0.05419532,0.14137097,-0.09414759,-0.26018044,-0.29673278,0.12043066,0.01987886,314,0,312,2,-0.6433554,303.94727,0.0,0.0,31,False,1.5615929,,,,,,,,36,24,0.0421994,41,16,0,0.031770673,87.60223,0,0,0.9730728,0.058782276,0.011285606,0.04255271,0.15932918,67.946724,2.5296855,-45.768204,17.946337,False,353,15174.207119156366,4.550416,3334.6858,15.234602,40,8214.258119764976,15.668963,524.2375,15.552121,36,9954.735908511338,12.876146,773.11456,14.752821,1.1973604,0.0,1.0,0.0,0.0,0.0,0.7993002,0.3175192,0.481781,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.31750746721066,21.86997106793284,77.29107215383902,65.4123139478632,False,False,0,True,False,False,False,False,True,True,False,1.02609104e-13,5.12528e-13,0.99994195,5899.593,5881.8164,5917.0073,4.1449,4.1174,4.1708,-0.4634,-0.4783,-0.4459,1642.0663,1596.8118,1691.4386,0.1456,0.1356,0.156,0.1232,0.1147,0.1321,0.0666,0.062,0.0715,MARCS,0,0.002071077,0.0014043666,0.00032558877,0.11,0.2797499,0.36241,0.21221676,1.199638,0.89239705,0.672111,0.528209,0.430683,0.2703107,0.15992899,0.1031866,0.6491067557811725,0.00250232,3.6033351378459937,0.09594404
32944,1636148068921376768,Gaia DR3 573538559635571200,573538559635571200,1653138816,2016.0,7.366298463489547,0.13673578,84.7475446809045,0.13600595,0.5451456,0.16966525,3.2130656,8.514252,-8.329982223736032,0.17808689,1.761783041933035,0.18579674,0.1377831,-0.0023051077,-0.1869452,-0.091706485,0.018336419,-0.090417475,0.12617123,-0.36701727,0.3549361,-0.0024341643,309,0,306,3,-0.13066234,309.80655,0.0,0.0,31,False,1.4056857,,,,,,,,36,25,0.26361352,42,14,0,0.041832916,80.190895,0,0,0.9935741,0.10148755,0.108388446,0.049672976,0.177139,13.651063,-48.048004,39.32097,18.196718,False,334,638.220273440036,1.3104798,487.0127,18.67494,37,237.7610202068801,12.41929,19.144495,19.398191,35,548.379657389988,9.626605,56.96501,17.900192,1.2317702,0.0,1.0,0.0,2.0,0.0,1.4979992,0.72325134,0.77474785,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.39076527933618,21.89889766986737,77.4212810198549,65.36214446524447,False,False,0,False,False,False,False,False,True,False,False,2.3614994e-11,9.365266e-12,0.9999963,4100.3784,4089.873,4110.548,5.0061,4.9844,5.023,-1.5195,-1.5731,-1.4724,841.7494,799.2537,882.8896,0.0065,0.0017,0.0166,0.0048,0.0012,0.0123,0.0026,0.0006,0.0066,MARCS,0,0.05671271,0.019059703,0.0022293797,0.07,0.17802265,0.23062457,0.13504705,0.763406,0.56788903,0.427707,0.336133,0.274071,0.1720159,0.101773,0.0656642,1.402421476887703,0.059829786,7.17947969836235,0.6758294
32972,1636148068921376768,Gaia DR3 573539452988792448,573539452988792448,1789056010,2016.0,6.800589260338728,0.21577682,84.7764754908741,0.19906893,0.54649657,0.24933477,2.1918185,2.8569143,-2.2809353352424515,0.29282147,-1.7202596550606395,0.29013097,0.14712256,0.014048452,-0.14525853,-0.18240973,0.07737252,-0.1786558,-0.0617549,-0.40712917,0.12885375,0.1648556,310,0,309,1,-2.0684803,268.0023,0.0,0.0,95,False,,1.3693199,0.061166495,0.055288203,0.09008441,0.16710646,-0.15969831,-0.020743523,36,24,0.44121987,41,15,0,0.014122135,100.12313,0,0,0.91609305,0.05078894,0.12951736,0.072961636,0.1374475,33.944992,-21.108318,-51.33457,16.82435,False,332,343.2835194899786,0.89062905,385.4394,19.348234,35,141.17598241692374,10.7824135,13.093171,19.96414,35,298.73922239347127,10.3150215,28.96157,18.559666,1.2814924,0.0,1.0,0.0,2.0,0.0,1.4044743,0.61590576,0.7885685,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.3383680795104,21.932679105133456,77.44764498555132,65.42031363329005,False,False,0,False,False,False,False,False,False,False,False,1.5009512e-13,5.5678284e-09,0.9999947,,,,,,,,,,,,,,,,,,,,,,,0,0.08292385,0.03748886,0.0028168792,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.2679346748819356,0.09100428,7.781853081974031,0.9907212
32977,1636148068921376768,Gaia DR3 573539697802551936,573539697802551936,644750719,2016.0,6.415592833348922,1.2295524,84.79523336071372,1.1922455,0.53038585,1.6038384,0.33069777,1.407003,-1.1415675427755136,2.1474593,-0.822484757747174,1.5567254,0.25569054,-0.18131179,0.5034039,0.054398097,-0.12038247,0.18997821,-0.019763216,-0.6355054,-0.110705644,0.0815566,106,0,106,0,0.6981596,117.789276,2.7268517,1.010399,95,False,,1.5216484,0.32498243,-0.04552518,0.18188651,0.16507821,-0.14526561,0.047885332,12,11,3.1487541,15,4,0,0.02831851,155.88977,0,0,1.0463854,0.32617685,0.1908512,0.13238552,0.20410642,39.22195,-47.740753,-30.58089,32.05462,False,121,88.45732120903219,1.1686211,75.693756,20.820532,9,29.87818601384909,7.694243,3.8831873,21.650156,15,93.40776647292712,9.987567,9.352405,19.821938,1.3937337,0.0,0.0,0.0,0.0,1.0,1.8282185,0.8296242,0.9985943,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.30296679949826,21.954989784241288,77.46442894480823,65.45939474253215,False,False,0,False,False,False,False,False,False,False,False,6.2300023e-07,8.6522265e-09,0.99999493,,,,,,,,,,,,,,,,,,,,,,,0,0.27959925,0.11609166,0.014343801,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.6916786748819348,0.30274248,9.189173674518585,6.5663505
33018,1636148068921376768,Gaia DR3 573541205335335296,573541205335335296,774797050,2016.0,11.92781058031354,0.272218,84.60198001705491,0.303068,0.5480576,0.33564514,1.6328483,2.5449023,-2.158567920605936,0.35681686,-1.3480031304168811,0.42397067,-0.01920886,0.033325005,-0.0014402178,-0.08814042,0.19485642,-0.13775776,0.2014808,-0.16316475,0.3520322,-0.09940205,325,0,325,0,6.2711205,526.9877,1.9194361,5.4168034,95,False,,1.4194138,0.09459902,0.018206045,0.0053660446,0.022207893,-0.10229895,-0.18633443,38,24,0.6056917,46,14,0,0.08498,70.867294,0,0,1.2571545,0.10561701,0.051425252,0.099031225,0.0573869,-94.49525,-67.52927,-14.495136,25.587885,False,380,277.5083696504,1.0858065,255.57812,19.579176,41,115.10215161463596,6.31577,18.224564,20.185833,40,259.1004811533832,8.084335,32.049694,18.714226,1.3484373,0.0,1.0,0.0,1.0,0.0,1.4716072,0.606657,0.8649502,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8375730812758,21.73091271637361,77.46120608390902,64.91492470261892,False,False,0,False,False,False,False,False,False,False,False,6.6002144e-07,5.3229196e-06,0.99999297,,,,,,,,,,,,,,,,,,,,,,,0,0.059575427,0.033876646,0.004248158,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.335067674881934,0.06853363,8.018989077449799,1.3298745
33046,1636148068921376768,Gaia DR3 573541587590051712,573541587590051712,648284378,2016.0,11.252035100742743,0.061946187,84.58514512318274,0.07043211,0.5037654,0.0747613,6.738318,1.3270983,-0.1524915769036871,0.07701736,-1.3183080170963164,0.08950191,0.017069103,0.111751646,-0.045904882,-0.098098144,0.18775892,-0.14215873,0.0054243323,-0.10544208,0.22382817,-0.07221597,305,0,304,1,0.9097949,335.22766,0.18835305,0.7294925,31,False,1.4393599,,,,,,,,35,25,0.12548397,42,14,0,0.010723113,54.065243,0,0,1.0363057,0.10469112,0.09413604,0.13266306,0.110860154,-122.72575,85.41828,-23.777613,39.294907,False,348,1881.8721300948928,1.533466,1227.2018,17.50089,40,795.9633260531461,11.731366,67.84916,18.08631,40,1541.014379805329,8.319757,185.22348,16.77838,1.2418367,0.0,2.0,0.0,1.0,0.0,1.30793,0.5854187,0.7225113,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.76866514596328,21.715433378512387,77.36572174543032,64.9669038758071,False,False,0,True,False,False,False,False,True,True,False,1.02212855e-13,5.4499054e-13,0.99998164,4550.123,4528.47,4571.6934,4.5374,4.5188,4.554,-0.1004,-0.1599,-0.0489,1540.7712,1507.0603,1582.5356,0.016,0.004,0.0377,0.0122,0.003,0.0288,0.0064,0.0016,0.0152,PHOENIX,0,0.016002206,0.0058617634,0.0008847251,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.1713906748819376,0.017042033,5.75771359933853,0.32225853
33054,1636148068921376768,Gaia DR3 573542923322304256,573542923322304256,187905191,2016.0,11.766866397023708,0.15498668,84.65029015310685,0.16332334,0.50723094,0.18972299,2.6735344,4.412278,-4.411999470473975,0.19307137,0.0495929690754575,0.22022057,-0.021514202,0.0007026402,0.009413466,-0.12721585,0.21718243,-0.17792797,0.2355651,-0.17464262,0.3872585,-0.08341577,312,0,311,1,0.18888512,326.32605,0.0,0.0,95,False,,1.3722317,0.048015144,0.09797023,0.12037079,-0.13217631,-0.12944579,-0.11224958,36,23,0.31827706,46,15,0,0.0077351476,83.423645,1,0,1.006562,0.14640975,0.012279492,0.05060429,0.047561202,-87.529755,33.348553,-47.518585,33.909866,False,353,493.8898907866665,1.0073396,490.29135,18.95329,43,165.99001253335356,5.8964148,28.151007,19.788338,44,464.2245093345522,6.1273623,75.762535,18.081076,1.2760223,0.0,0.0,0.0,0.0,0.0,1.707262,0.83504677,0.8722153,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.82222686575098,21.77947102324992,77.55192692249938,64.94784169229747,False,False,0,False,False,False,False,False,True,False,False,7.050205e-11,1.026357e-10,0.9999899,3872.305,3859.1133,3889.6733,4.9525,4.9028,5.0293,-1.0443,-1.2498,-0.9049,877.446,714.5698,986.7668,0.0133,0.0031,0.0312,0.0096,0.0022,0.0226,0.0052,0.0012,0.0121,PHOENIX,0,0.03856829,0.01433078,0.0022144716,0.14,0.3560453,0.46124914,0.2700941,1.526812,1.1357781,0.855414,0.672266,0.548142,0.3440318,0.203546,0.1313284,1.516106953775406,0.041144677,7.123273208179473,0.81221336
33109,1636148068921376768,Gaia DR3 573545465942960512,573545465942960512,202207201,2016.0,10.483593738574005,0.14245951,84.68321689057906,0.13036518,0.4637889,0.15607074,2.9716582,1.2179295,-0.7166306626419038,0.16433755,-0.9847805528901608,0.16821308,-5.1242572e-05,0.13602473,-0.12511574,-0.0956905,0.02580715,-0.13660607,0.13025983,-0.1197035,0.24896333,-0.07219351,316,0,316,0,1.8842447,374.93222,0.0,0.0,31,False,1.4742725,,,,,,,,36,26,0.24208732,45,17,0,0.022988202,52.24025,0,0,1.0753965,0.13883717,0.038937733,0.034789465,0.1167137,-93.75207,-0.4686994,-25.485281,22.56975,False,366,596.3157310516507,1.2183447,489.44748,18.748676,38,282.6158272397376,10.267018,27.526573,19.21055,37,442.8402503288759,11.172492,39.636658,18.132278,1.2165637,0.0,2.0,0.0,1.0,0.0,1.0782719,0.461874,0.61639786,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.69484921697136,21.81584200693336,77.51587028125991,65.0706369060511,False,False,0,False,False,False,False,False,True,False,False,7.472709e-09,4.3014733e-08,0.99997765,4847.859,4832.5723,4865.5093,4.8859,4.8719,4.8968,-1.9255,-2.0639,-1.8197,1856.6515,1816.816,1904.0793,0.0028,0.0006,0.0084,0.0022,0.0005,0.0067,0.0012,0.0002,0.0037,MARCS,0,0.039443202,0.027392223,0.0022182895,0.03,0.07629542,0.0988391,0.057877302,0.32717398,0.24338101,0.18330298,0.14405699,0.11745899,0.073721096,0.043617,0.028141798,1.0373102054448147,0.04802187,7.00398231840229,0.73073083
33110,1636148068921376768,Gaia DR3 573545534662757504,573545534662757504,843580694,2016.0,10.73284571846411,0.23820922,84.68280134523917,0.23574632,0.5234392,0.2714524,1.9282912,2.663216,-2.243341728123573,0.28075036,-1.43531813157997,0.28668237,-0.033049006,0.11078766,-0.14474517,-0.031661153,0.1591021,-0.07943374,0.10704658,-0.1101845,0.18484037,-0.14887778,298,0,296,2,0.34641492,327.22263,0.6135452,0.625946,95,False,,1.2350959,0.07255426,0.109078266,-0.054959152,-0.067755155,-0.19359663,0.05585602,34,24,0.42473066,44,17,0,0.028933888,60.930164,0,0,1.0132638,0.16264,0.058375284,0.04002602,0.10682807,-89.43747,62.225437,-48.541405,28.403162,False,346,307.3893527745656,0.8617653,356.6973,19.468145,32,83.26408022094539,9.9623575,8.357869,20.537397,37,353.3936456799529,6.435024,54.917225,18.377249,1.4205363,0.0,1.0,0.0,0.0,0.0,2.1601486,1.069252,1.0908966,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.71969348371884,21.81455698731979,77.53547192553192,65.04906533911429,False,False,0,False,False,False,False,False,False,False,False,3.231833e-11,3.8714687e-10,0.99998647,,,,,,,,,,,,,,,,,,,,,,,0,0.12990586,0.019770414,0.0030438588,0.03,0.07629542,0.0988391,0.057877302,0.32717398,0.24338101,0.18330298,0.14405699,0.11745899,0.073721096,0.043617,0.028141798,2.1191862054448123,0.13140169,7.986180843968391,1.1261164
33118,1636148068921376768,Gaia DR3 573545848194838144,573545848194838144,1131559696,2016.0,10.388067543641611,0.041829642,84.72005577903863,0.03425503,0.5404503,0.041288383,13.089645,2.6154573,-2.5683425460237665,0.049354628,-0.4941994851249497,0.045582633,0.04970544,-0.063811764,-0.38097575,-0.13134836,0.0623562,-0.13855192,0.04604878,0.072260916,0.2649916,-0.004991195,294,0,291,3,-0.7201161,277.50073,0.0,0.0,95,False,,1.5018053,0.010832779,0.20120706,-0.009419714,-0.11549772,-0.23599769,0.039040104,34,25,0.07111387,44,44,1,0.01949598,66.439156,0,2,0.96883225,0.17343509,0.10125917,0.030133344,0.1621675,-88.1493,-2.352826,-58.17815,22.112362,True,340,5267.325603136633,2.8758438,1831.5757,16.383392,39,2617.3999193194427,10.187378,256.92578,16.793867,40,3755.270895644608,6.451865,582.04425,15.811293,1.2098495,0.0,39.0,0.0,40.0,0.0,0.98257446,0.41047478,0.5720997,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.68696327385442,21.85300823827388,77.58927782936665,65.09250778150722,False,False,0,True,False,False,False,False,True,True,False,1.0227444e-13,5.1085866e-13,0.999975,5285.097,5221.6157,5377.989,4.6264,4.609,4.645,-0.4991,-0.584,-0.408,1203.758,1155.3177,1267.4423,0.0918,0.0446,0.1439,0.0749,0.0362,0.1176,0.04,0.0193,0.0628,PHOENIX,0,0.004225875,0.0018653843,0.00059278804,0.03,0.07629542,0.0988391,0.057877302,0.32717398,0.24338101,0.18330298,0.14405699,0.11745899,0.073721096,0.043617,0.028141798,0.9416122054448124,0.0046192724,4.970875361363412,0.16589344
33158,1636148068921376768,Gaia DR3 573547630606571648,573547630606571648,1617562041,2016.0,10.891790840901844,0.18779273,84.77264846413016,0.17058182,0.50704455,0.20159177,2.5152044,3.8613024,-3.644840542371607,0.22519134,-1.274673516975149,0.21186809,-0.030373938,0.107354596,-0.06939813,-0.17641915,0.12808952,-0.22487096,0.10452317,-0.13732933,0.25845122,-0.08478133,255,0,253,2,38.90584,2619.9094,1.8368902,103.758286,31,False,1.492462,,,,,,,,30,23,0.3232493,39,15,0,0.061437055,34.459003,9,0,3.1827428,0.14330122,0.110332824,0.10764445,0.14253543,-78.47759,12.233114,-38.077606,34.892635,False,307,3032.8056871907074,6.5055313,466.18878,16.982756,35,1438.6740838770077,23.064413,62.376358,17.443636,35,2334.3798318583044,49.574215,47.08859,16.327467,1.2440803,0.0,1.0,0.0,3.0,0.0,1.116169,0.46088028,0.6552887,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.7387370666206,21.90385099318769,77.74592126526541,65.06932756052922,False,False,0,True,False,False,False,False,True,True,False,1.0529267e-13,4.288969e-07,0.9999961,4847.561,4839.9214,4859.1963,4.669,4.6405,4.6946,-1.0313,-1.0851,-0.9941,1110.2325,1067.7692,1158.2161,0.0084,0.002,0.0184,0.0067,0.0016,0.0147,0.0036,0.0008,0.0079,PHOENIX,0,0.017406214,0.02305731,0.0023289626,0.11,0.2797499,0.36241,0.21221676,1.199638,0.89239705,0.672111,0.528209,0.430683,0.2703107,0.15992899,0.1031866,0.9659757557811766,0.02888972,5.228236746030806,0.8633414
33186,1636148068921376768,Gaia DR3 573548493897418880,573548493897418880,429377824,2016.0,9.519824353527914,0.00961237,84.79541362181959,0.009046709,0.5587937,0.010159999,54.999386,2.3560052,-0.2700552976860113,0.011649779,-2.3404765253627398,0.01209359,-0.050138228,0.02925463,-0.12355992,-0.1919021,0.08655705,-0.18007347,0.029944707,-0.08401886,0.08366616,-0.036643535,315,315,314,1,1.0309917,504.71957,0.059752185,4.922965,31,True,1.444703,,,,,,,,36,25,0.016955558,47,18,0,0.012457638,97.524445,1,0,1.0406646,,,,,,,,,False,370,247770.09854941716,43.3189,5719.6763,12.202245,39,103215.76352449378,67.69885,1524.6309,12.804177,38,205467.25814074068,69.18457,2969.8423,11.466039,1.2458445,0.0,0.0,0.0,0.0,0.0,1.3381386,0.6019325,0.73620605,3.0663662,0.41982776,1.0,19.0,3.0,17.0,33.881275,-0.41217226,0.9957081,942.9706,3.0816617,4500.0,1.0,-0.5,111.0,,,,11.179006,0.010198873,16.0,36.888153,NOT_AVAILABLE,122.60551942906092,21.93213183685953,77.68799271722037,65.19374811783375,False,False,0,True,True,True,False,False,False,True,False,1.02074036e-13,5.098547e-13,0.9999949,,,,,,,,,,,,,,,,,,,,,,,0,0.0007121305,0.00036558716,0.00018982476,0.06,0.15259084,0.1976782,0.115754604,0.65434796,0.48676202,0.36660597,0.28811398,0.23491798,0.14744219,0.087234,0.056283597,1.2562144108896245,0.00080048974,0.7859117120456691,0.039482214
33189,1636148068921376768,Gaia DR3 573548665696104448,573548665696104448,1076129921,2016.0,9.610933961673078,0.02233971,84.82435641252464,0.020947728,0.55335736,0.024099318,22.961536,4.0924807,-3.949707816694034,0.027225316,-1.0715440875784814,0.028304823,0.005456721,0.0055860914,-0.18851167,-0.15525056,-0.005391476,-0.14104778,0.038954776,-0.13376237,0.18432564,-0.007889039,330,0,330,0,-0.6700811,322.05453,0.0,0.0,31,False,1.5657746,,,,,,,,38,25,0.03949822,46,16,0,0.00967679,63.1476,0,0,0.9728163,0.07582901,0.079580516,0.14542538,0.16623472,47.473167,15.445584,-55.43902,27.585234,False,388,12927.884485367566,3.6002321,3590.8474,15.408548,40,7056.188041695938,17.838408,395.56155,15.717117,41,8490.499070006807,10.539504,805.5881,14.925563,1.2025701,0.0,0.0,0.0,1.0,0.0,0.79155445,0.30856895,0.4829855,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.6161121081412,21.9605761782786,77.75946349762344,65.19630949237761,False,False,0,True,False,False,False,False,True,True,False,1.023828e-13,5.113984e-13,0.9999644,6086.92,6069.6553,6103.2056,4.3096,4.2849,4.3401,-0.7715,-0.7924,-0.75,1443.6335,1391.9774,1488.4501,0.2435,0.2336,0.2528,0.2076,0.199,0.2155,0.1129,0.1082,0.1173,MARCS,0,0.0027447972,0.001347756,0.0003023621,0.07,0.17802265,0.23062457,0.13504705,0.763406,0.56788903,0.427707,0.336133,0.274071,0.1720159,0.101773,0.0656642,0.6959764768877026,0.0030578354,3.9455538715343472,0.094570465
33192,1636148068921376768,Gaia DR3 573548837494800640,573548837494800640,1789611173,2016.0,10.279463173474031,0.04263834,84.81849742126032,0.039242927,0.502548,0.045734055,10.988484,3.3666263,-1.37460958416276,0.0512675,-3.073210238335039,0.051576015,-0.008997951,0.017099354,-0.16909017,-0.123259775,0.04726039,-0.12969136,0.10820116,-0.13364236,0.19612311,-0.054443203,335,0,333,2,-0.208809,335.4864,0.0,0.0,31,False,1.5202241,,,,,,,,38,25,0.07383243,45,16,0,0.0058772415,53.772865,0,0,0.99084514,0.030106964,0.083874404,0.119322725,0.15890124,42.47711,16.206863,-48.689503,27.63981,False,388,3753.9581353069007,1.9969277,1879.8668,16.751143,40,1878.3245214031035,10.9807,171.05692,17.154116,40,2674.456890174739,11.917093,224.42192,16.179806,1.2127949,0.0,1.0,0.0,1.0,0.0,0.9743099,0.40297318,0.57133675,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.68078643985191,21.95178037770884,77.79818630361977,65.13790643137814,False,False,0,True,False,False,False,False,True,True,False,1.022463e-13,5.107341e-13,0.9999779,5219.658,5163.2773,5264.0864,4.5484,4.5146,4.5817,-0.7145,-0.7878,-0.6555,1507.498,1416.2393,1601.951,0.0663,0.0259,0.0985,0.0541,0.0211,0.0807,0.0292,0.0114,0.0435,MARCS,0,0.006347222,0.004837924,0.00057756016,0.11,0.2797499,0.36241,0.21221676,1.199638,0.89239705,0.672111,0.528209,0.430683,0.2703107,0.15992899,0.1031866,0.8241167557811728,0.007980773,4.977280846708297,0.19761431
33194,1636148068921376768,Gaia DR3 573548974933750144,573548974933750144,146137968,2016.0,9.880611945983068,0.01612636,84.82677264384242,0.014635019,0.48882043,0.017106436,28.575235,2.0822668,-2.0798916094836257,0.019703204,0.0994303627503518,0.01949486,-0.027679358,0.014999766,-0.17310491,-0.12845802,0.02880918,-0.12595381,0.07033152,-0.121398255,0.17939603,-0.048269868,338,0,337,1,-1.8265879,296.4174,0.0,0.0,31,False,1.575961,,,,,,,,38,25,0.027999382,46,16,0,0.00915951,46.32919,0,0,0.928979,0.084227145,0.08919161,0.13131054,0.16800253,42.37327,16.519558,-54.366497,27.070662,False,393,25075.769810972222,6.864291,3653.075,14.689231,40,13976.945499382497,13.428657,1040.8297,14.975012,41,16000.697586496834,14.101017,1134.7194,14.237548,1.1954825,0.0,0.0,1.0,0.0,0.0,0.73746395,0.2857809,0.45168304,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.6424369363589,21.961721362705283,77.78552764705285,65.17445243756192,False,False,0,True,True,False,False,False,True,True,False,1.0233124e-13,5.111457e-13,0.9999694,6472.7744,6426.7515,6508.742,4.1574,4.1146,4.2045,-0.5163,-0.5532,-0.4773,1669.7621,1567.2988,1779.3508,0.3092,0.2866,0.3256,0.2665,0.2468,0.2808,0.1442,0.1336,0.152,PHOENIX,0,0.001043145,0.0009568323,0.00029721158,0.11,0.2797499,0.36241,0.21221676,1.199638,0.89239705,0.672111,0.528209,0.430683,0.2703107,0.15992899,0.1031866,0.5872707557811729,0.0014155139,2.8552278793392176,0.07599199
33197,1636148068921376768,Gaia DR3 573549009293487360,573549009293487360,117320301,2016.0,9.938466351268731,0.01734256,84.83326324481824,0.015768696,0.50967294,0.018406663,27.68959,2.5491927,-2.353284516363256,0.021143392,-0.9800181884235432,0.021037059,-0.021247387,0.005727901,-0.17194496,-0.13434692,0.030931257,-0.12959048,0.076332115,-0.1211267,0.1806249,-0.040709864,338,0,338,0,-0.4361578,331.73444,0.0,0.0,31,True,1.5035844,,,,,,,,38,25,0.030016113,46,16,0,0.00776544,42.945446,0,0,0.98215175,0.08000993,0.087919176,0.12699917,0.16900736,45.703342,14.262166,-54.440273,26.932938,False,398,21332.651524375764,4.604702,4632.7974,14.864755,44,10287.530390288211,10.789967,953.4349,15.307764,43,15714.632076211152,10.123065,1552.3591,14.257135,1.2188903,0.0,0.0,0.0,0.0,0.0,1.0506287,0.44300938,0.6076193,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.64839705436948,21.967946574921854,77.80441472106003,65.17191912584607,False,False,0,True,True,False,False,False,False,True,False,1.0236784e-13,5.1132227e-13,0.9999658,5498.973,5465.695,5516.3403,4.0634,4.0537,4.0729,-0.3115,-0.3368,-0.2907,1612.3186,1577.9342,1650.6635,0.3682,0.3516,0.3785,0.3,0.2862,0.3085,0.1604,0.153,0.1649,PHOENIX,0,0.0011387628,0.00069941045,0.00023435867,0.11,0.2797499,0.36241,0.21221676,1.199638,0.89239705,0.672111,0.528209,0.430683,0.2703107,0.15992899,0.1031866,0.9004357557811744,0.0013363966,3.1214629961299902,0.07842232
