obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC
NGC 188 3156,303821,2018AJ....156..142D,10.19010241547,85.24917068537,2020yCat.1350....0G,1.9408,0.010300000198185444,2020yCat.1350....0G,9.525,6.364,3.0,2020yCat.1350....0G,-9.8,0.0,2018AJ....156..142D,Gaia EDR3 573947994574209408|TIC 461599264|2MASS J00404570+8514568|Cl* NGC  188    DGV    1021|Cl* NGC  188    PKM    4060|Cl* NGC  188    UMK      55|Cl* NGC  188    SMV    5006|NGC   188  3156|Gaia DR2 573947994574209408,573947994574209408,573947994574209408,461599264
Cl* NGC 188 DGV 1618,303810,2018AJ....156..142D,10.22427532868,85.45292087176,2020yCat.1350....0G,0.3363,0.010200000368058681,2020yCat.1350....0G,-2.847,2.452,3.0,2020yCat.1350....0G,-42.4,0.0,2018AJ....156..142D,Gaia EDR3 573957065545727104|TIC 461599429|2MASS J00405390+8527104|Cl* NGC  188    DGV    1618|Cl* NGC  188    PKM    3888|Cl* NGC  188     MT      43|Cl* NGC  188    SMV    5152|Gaia DR2 573957065545061632,573957065545727104,573957065545061632,461599429
2MASS J00410020+8511328,303402,2018AJ....156..142D,10.25067186303,85.19249633174,2020yCat.1350....0G,1.5834,0.010400000028312206,2020yCat.1350....0G,-9.224,4.538,3.0,2020yCat.1350....0G,-24.4,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573947444818430336|TIC 461599207|2MASS J00410020+8511328|Cl* NGC  188    DGV     796|Cl* NGC  188    PKM    4097|Cl* NGC  188    UMK      57|Cl* NGC  188    SMV    5051|GEN# +2.01883004|GSC 04619-00912|NGC   188  3004|TYC 4619-912-1|UBV M  30035|Gaia DR1 573947440521074432|Gaia DR2 573947444818430336,573947444818430336,573947444818430336,461599207
Cl* NGC 188 SMV 4904,303424,2018AJ....156..142D,10.273035130920002,84.807298637,2020yCat.1350....0G,3.032,0.010999999940395355,2020yCat.1350....0G,-5.541,10.626,3.0,2020yCat.1350....0G,-14.9,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573548734415588352|TIC 461598954|2MASS J00410552+8448262|GSC 04619-00325|TYC 4619-325-1|Cl* NGC  188    SMV    4904|Gaia DR1 573548730117778048|Gaia DR2 573548734415588352,573548734415588352,573548734415588352,461598954
Cl* NGC 188 MT 7,3739065,2018AJ....156..142D,10.37820679942,85.03677411652,2020yCat.1350....0G,0.4752,0.008700000122189522,2020yCat.1350....0G,19.669,-6.874,3.0,2020yCat.1350....0G,-13.8,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573557736666992640|TIC 461599096|Cl* NGC  188     MT       7|Cl* NGC  188    UMK      59|Cl* NGC  188    PKM    8122|Cl* NGC  188    DGV     240|2MASS J00413078+8502123|Cl* NGC  188    SMV    5173|Gaia DR2 573557736666992640,573557736666992640,573557736666992640,461599096
2MASS J00414022+8545581,4924569,2018AJ....156..142D,10.4175821725,85.76614686307,2020yCat.1350....0G,0.4655,0.012199999764561653,2020yCat.1350....0G,0.276,1.519,3.0,2020yCat.1350....0G,-23.9,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573992421715764864|TIC 461599563|Cl* NGC  188    PKM     749|Cl* NGC  188    SMV    5601|2MASS J00414022+8545581|Gaia DR2 573992421715764864,573992421715764864,573992421715764864,461599563
Cl* NGC 188 DGV 805,304357,2018AJ....156..142D,10.455233325090001,85.09169328717,2020yCat.1350....0G,1.8664,0.010999999940395355,2020yCat.1350....0G,30.411,-0.574,3.0,2020yCat.1350....0G,-23.5,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573933804002341248|TIC 461599133|2MASS J00414928+8505299|Cl* NGC  188    DGV     805|Cl* NGC  188    PKM    8089|Cl* NGC  188    UMK      60|Cl* NGC  188    SMV    5318|Gaia DR2 573933804002341248,573933804002341248,573933804002341248,461599133
Cl* NGC 188 DGV 1529,303544,2018AJ....156..142D,10.514308811490002,85.38115885317,2020yCat.1350....0G,0.4197,0.009600000455975533,2020yCat.1350....0G,-0.814,1.836,3.0,2020yCat.1350....0G,-80.4,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573956206551627136|TIC 461599391|2MASS J00420347+8522520|Cl* NGC  188    DGV    1529|Cl* NGC  188    PKM    4201|Cl* NGC  188    UMK      63|Cl* NGC  188    SMV    5564|Cl* NGC  188    SAN      A|GEN# +2.01880001|Gaia DR2 573956206551627136,573956206551627136,573956206551627136,461599391
Cl* NGC 188 MT 5,3739063,2018AJ....156..142D,10.51455835157,85.01913874529,2020yCat.1350....0G,3.8428,0.010400000028312206,2020yCat.1350....0G,52.633,24.308,3.0,2020yCat.1350....0G,-34.0,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573557702307257088|TIC 461599085|Cl* NGC  188     MT       5|Cl* NGC  188    SMV    5383|Cl* NGC  188    PKM    8966|2MASS J00420349+8501088|TYC 4619-1002-1|Gaia DR1 573557698009479680|Gaia DR2 573557702307257088,573557702307257088,573557702307257088,461599085
Cl* NGC 188 SMV 5396,4924479,2018AJ....156..142D,10.54976599773,84.9067039192,2020yCat.1350....0G,2.8966,0.009700000286102295,2020yCat.1350....0G,-13.689,17.751,3.0,2020yCat.1350....0G,-72.5,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573554674352509440|TIC 461599011|Cl* NGC  188    SMV    5396|2MASS J00421194+8454240|TYC 4619-1203-1|Gaia DR1 573554674352509440|Gaia DR2 573554674352509440,573554674352509440,573554674352509440,461599011
Cl* NGC 188 PKM 912,4924658,2018AJ....156..142D,10.568838446899997,85.74234334321,2020yCat.1350....0G,1.0668,0.01140000019222498,2020yCat.1350....0G,0.334,1.089,3.0,2020yCat.1350....0G,-23.1,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573990875527544448|TIC 461599555|Cl* NGC  188    PKM     912|Cl* NGC  188    SMV    5808|2MASS J00421653+8544323|Gaia DR2 573990875527544448,573990875527544448,573990875527544448,461599555
Cl* NGC 188 PKM 8367,4924555,2018AJ....156..142D,10.657133370189998,84.83928505658,2020yCat.1350....0G,1.053,0.011599999852478504,2020yCat.1350....0G,2.631,2.411,3.0,2020yCat.1350....0G,-23.4,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573553957095814528|TIC 461598973|Cl* NGC  188    PKM    8367|Cl* NGC  188    SMV    5569|2MASS J00423766+8450214|Gaia DR2 573553957095814528,573553957095814528,573553957095814528,461598973
Cl* NGC 188 SMV 5880,4924694,2018AJ....156..142D,10.84718531932,84.80510734582,2020yCat.1350....0G,1.1558,0.011699999682605267,2020yCat.1350....0G,-4.757,-0.093,3.0,2020yCat.1350....0G,-50.9,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573553716577797120|TIC 461598952|Cl* NGC  188    SMV    5880|2MASS J00432328+8448184|Gaia DR2 573553716577797120,573553716577797120,573553716577797120,461598952
NGC 188 3136,303406,2018AJ....156..142D,10.955417442709999,85.3729425721,2020yCat.1350....0G,3.0187,0.008799999952316284,2020yCat.1350....0G,63.074,-1.603,3.0,2020yCat.1350....0G,-54.8,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573944799118494208|TIC 461599382|2MASS J00434931+8522225|Cl* NGC  188    DGV    1339|Cl* NGC  188    PKM    4207|Cl* NGC  188    UMK      77|Cl* NGC  188    SMV    6256|GEN# +2.01883136|NGC   188  3136|UBV M  30048|TYC 4619-606-1|Gaia DR1 573944794821200256|Gaia DR2 573944799118494208,573944799118494208,573944799118494208,461599382
NGC 188 2047,303401,2018AJ....156..142D,11.07544196047,85.26738036409,2020yCat.1350....0G,1.0308,0.010200000368058681,2020yCat.1350....0G,-14.747,6.567,3.0,2020yCat.1350....0G,-36.7,9.5,2018AJ....156..142D,Gaia EDR3 573942393936854016|TIC 461601325|2MASS J00441812+8516024|GEN# +2.01882047|Cl* NGC  188    DGV     486|Cl* NGC  188    PKM    4613|Cl* NGC  188    UMK      84|Cl* NGC  188    SMV    6460|NGC   188  2047|UBV M  30008|Cl* NGC  188    FTS      19|Gaia DR2 573942393936854016,573942393936854016,573942393936854016,461601325
Cl* NGC 188 DGV 1469,303228,2018AJ....156..142D,11.188358398570001,85.42636866185,2020yCat.1350....0G,1.222,0.029400000348687172,2020yCat.1350....0G,-0.546,2.622,3.0,2020yCat.1350....0G,-45.2,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573968472978212352|TIC 461601515|2MASS J00444521+8525347|Cl* NGC  188    DGV    1469|Cl* NGC  188    PKM    4456|Cl* NGC  188    SMV    6711|Cl* NGC  188    SAN      D|GEN# +2.01880004|UBV M  29903|Gaia DR2 573968472978212352,573968472978212352,573968472978212352,461601515
2MASS J00445183+8446137,14890918,2018AJ....156..142D,11.21606263427,84.77050508801,2020yCat.1350....0G,5.0906,0.01590000092983246,2020yCat.1350....0G,-13.796,-3.638,3.0,2020yCat.1350....0G,1.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573544744388130048|TIC 461600850|Gaia DR2 573544744388130048|2MASS J00445183+8446137,573544744388130048,573544744388130048,461600850
Cl* NGC 188 DGV 132,304376,2018AJ....156..142D,11.44860044855,85.00312345414,2020yCat.1350....0G,0.5708,0.15539999306201935,2020yCat.1350....0G,-0.31,3.897,3.0,2020yCat.1350....0G,-109.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573932017295963008|TIC 461600986|2MASS J00454764+8500111|Cl* NGC  188    DGV     132|Cl* NGC  188    PKM    8442|Cl* NGC  188     MT       3|Cl* NGC  188    SMV    7123|Gaia DR2 573932017295963008,573932017295963008,573932017295963008,461600986
Cl* NGC 188 PKM 8524,4925241,2018AJ....156..142D,11.45122070901,84.85255069505,2020yCat.1350....0G,0.9248,0.014100000262260437,2020yCat.1350....0G,-6.123,-3.852,3.0,2020yCat.1350....0G,-47.2,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573551311395960832|TIC 461600894|Cl* NGC  188    PKM    8524|Cl* NGC  188    SMV    7103|2MASS J00454828+8451091|Gaia DR2 573551311395960832,573551311395960832,573551311395960832,461600894
NGC 188 2189,304172,2018AJ....156..142D,11.614947344709998,85.17396827981,2020yCat.1350....0G,1.0816,0.00989999994635582,2020yCat.1350....0G,0.634,-1.396,3.0,2020yCat.1350....0G,-17.2,0.0,2018AJ....156..142D,Gaia EDR3 573940744669471616|TIC 461601116|2MASS J00462757+8510261|Cl* NGC  188    DGV     565|Cl* NGC  188    PKM    5829|Cl* NGC  188    UMK     126|Cl* NGC  188    SMV    7456|NGC   188  2189|Cl* NGC  188    FTS      16|Gaia DR2 573940744669471616,573940744669471616,573940744669471616,461601116
Cl* NGC 188 SMV 7464,4925384,2018AJ....156..142D,11.63483231761,84.83170201503,2020yCat.1350....0G,0.9454,0.01209999993443489,2020yCat.1350....0G,-3.084,3.184,3.0,2020yCat.1350....0G,-59.2,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573551105237536128|TIC 461600885|Cl* NGC  188    SMV    7464|Cl* NGC  188    PKM    8696|2MASS J00463232+8449541|Gaia DR2 573551105237536128,573551105237536128,573551105237536128,461600885
2MASS J00463676+8541092,4925429,2018AJ....156..142D,11.65320311669,85.6858999651,2020yCat.1350....0G,0.7526,0.00989999994635582,2020yCat.1350....0G,5.487,-3.641,3.0,2020yCat.1350....0G,-22.4,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573978024985414016|TIC 461601632|Cl* NGC  188    PKM    1067|Cl* NGC  188    SMV    7580|2MASS J00463676+8541092|Gaia DR2 573978024985414016,573978024985414016,573978024985414016,461601632
TYC 4619-229-1,7049031,2018AJ....156..142D,11.65840094484,84.69575188363,2020yCat.1350....0G,1.2627,0.011699999682605267,2020yCat.1350....0G,1.731,3.47,3.0,2020yCat.1350....0G,-52.6,4.699999809265137,2018AJ....156..142D,Gaia EDR3 573543168137997440|TIC 461600817|TYC 4619-229-1|2MASS J00463801+8441448|Gaia DR1 573543163840170752|Gaia DR2 573543168137997440,573543168137997440,573543168137997440,461600817
2MASS J00465109+8441110,11863741,2018AJ....156..142D,11.712947714620002,84.6863689208,2020yCat.1350....0G,0.347,0.011599999852478504,2020yCat.1350....0G,-2.525,-0.545,3.0,2020yCat.1350....0G,-46.4,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573543168137999744|TIC 461600812|2MASS J00465109+8441110|Gaia DR2 573543168137999744,573543168137999744,573543168137999744,461600812
2MASS J00465194+8459289,304385,2018AJ....156..142D,11.716617369340002,84.99138438801,2020yCat.1350....0G,0.4083,0.011099999770522118,2020yCat.1350....0G,0.501,-3.421,3.0,2020yCat.1350....0G,3.46,1.659999966621399,2018yCat.1345....0G,Gaia EDR3 573928993638988544|TIC 461600981|2MASS J00465194+8459289|Cl* NGC  188    DGV     114|Cl* NGC  188    PKM    8610|Cl* NGC  188     MT       2|Cl* NGC  188    SMV    7648|Gaia DR2 573928993638988544,573928993638988544,573928993638988544,461600981
2MASS J00470330+8542522,3741188,2018AJ....156..142D,11.764158615530002,85.71448759167,2020yCat.1350....0G,0.319,0.009999999776482582,2020yCat.1350....0G,-0.109,1.698,3.0,2020yCat.1350....0G,-104.5,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573979468094418816|TIC 461601646|Cl* NGC  188    PKM    1216|Cl* NGC  188    SMV    7785|2MASS J00470330+8542522|Gaia DR2 573979468094418816,573979468094418816,573979468094418816,461601646
Cl* NGC 188 DGV 100,304389,2018AJ....156..142D,11.8233492557,84.94172932184,2020yCat.1350....0G,2.0308,0.015799999237060547,2020yCat.1350....0G,24.04,-8.232,3.0,2020yCat.1350....0G,-65.4,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573553338620504704|TIC 461600949|2MASS J00471754+8456301|Cl* NGC  188    DGV     100|Cl* NGC  188    PKM    8639|Cl* NGC  188    SMV    7889|Gaia DR2 573553338620504704,573553338620504704,573553338620504704,461600949
Cl* NGC 188 DGV 1814,303268,2018AJ....156..142D,11.87771511313,85.48241668261,2020yCat.1350....0G,0.5265,0.017799999564886093,2020yCat.1350....0G,-2.287,-1.081,3.0,2020yCat.1350....0G,-42.2,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573969606849564928|TIC 461601547|2MASS J00473059+8528566|Cl* NGC  188    DGV    1814|Cl* NGC  188    PKM    1327|Cl* NGC  188    SMV    8009|Gaia DR2 573969606849564928,573969606849564928,573969606849564928,461601547
Cl* NGC 188 DGV 98,304392,2018AJ....156..142D,11.878382771599998,84.91329853054,2020yCat.1350....0G,2.1252,0.19300000369548798,2020yCat.1350....0G,12.647,4.419,3.0,2020yCat.1350....0G,-12.4,0.4000000059604645,2018AJ....156..142D,Gaia EDR3 573553201182207872|TIC 461600936|2MASS J00473076+8454480|Cl* NGC  188    DGV      98|Cl* NGC  188    PKM    8649|Cl* NGC  188    SMV    8014|Gaia DR2 573553201181557248,573553201182207872,573553201181557248,461600936
Cl* NGC 188 SMV 8011,4925586,2018AJ....156..142D,11.885281318879999,84.8022587732,2020yCat.1350....0G,1.2796,0.01510000042617321,2020yCat.1350....0G,24.993,-3.481,3.0,2020yCat.1350....0G,-81.8,0.30000001192092896,2018AJ....156..142D,Gaia EDR3 573550177524606720|TIC 461600871|Cl* NGC  188    SMV    8011|Gaia DR2 573550177524606720|2MASS J00473246+8448081,573550177524606720,573550177524606720,461600871
Cl* NGC 188 DGV 144,304383,2018AJ....156..142D,11.971761110880001,85.0673386464,2020yCat.1350....0G,1.0331,0.010499999858438969,2020yCat.1350....0G,-2.704,-2.553,3.0,2020yCat.1350....0G,-13.7,0.30000001192092896,2018AJ....156..142D,Gaia EDR3 573931089583018752|TIC 461601029|2MASS J00475315+8504023|Cl* NGC  188    DGV     144|Cl* NGC  188    PKM    8564|Cl* NGC  188    UMK     159|Cl* NGC  188    SMV    8208|Gaia DR2 573931089583018752,573931089583018752,573931089583018752,461601029
Cl* NGC 188 DGV 113,304386,2018AJ....156..142D,11.994338537700001,84.97980722228,2020yCat.1350....0G,2.0499,0.1501999944448471,2020yCat.1350....0G,3.469,7.584,3.0,2020yCat.1350....0G,-31.0,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573928821840298240|TIC 461600973|2MASS J00475858+8458472|Cl* NGC  188    DGV     113|Cl* NGC  188    PKM    8616|Cl* NGC  188     MT       1|Cl* NGC  188    SMV    8265|TYC 4619-711-1|Gaia DR2 573928821840298240,573928821840298240,573928821840298240,461600973
NGC 188 3102,303955,2018AJ....156..142D,12.12175147257,85.34241576655,2020yCat.1350....0G,1.3289,0.009100000374019146,2020yCat.1350....0G,-10.795,2.586,3.0,2020yCat.1350....0G,-43.3,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573943665247147136|TIC 461601446|2MASS J00482923+8520326|Cl* NGC  188    DGV    1358|Cl* NGC  188    PKM    4895|Cl* NGC  188    UMK     164|Cl* NGC  188    SMV    8487|NGC   188  3102|Gaia DR2 573943665247147136,573943665247147136,573943665247147136,461601446
2MASS J00491917+8440009,14890919,2018AJ....156..142D,12.33002394085,84.66694999144,2020yCat.1350....0G,3.3623,0.011800000444054604,2020yCat.1350....0G,31.06,4.252,3.0,2020yCat.1350....0G,-27.1,0.0,2018AJ....156..142D,Gaia EDR3 573543236857483136|TIC 461618306|Gaia DR2 573543236857483136|2MASS J00491917+8440009,573543236857483136,573543236857483136,461618306
NGC 188 2095,304072,2018AJ....156..142D,12.33492980625,85.31081631389,2020yCat.1350....0G,2.4332,0.008999999612569809,2020yCat.1350....0G,-13.237,-24.879,3.0,2020yCat.1350....0G,-67.8,0.0,2018AJ....156..142D,Gaia EDR3 573940504151232384|TIC 461618806|2MASS J00492040+8518388|Cl* NGC  188    DGV    1350|Cl* NGC  188    PKM    5297|Cl* NGC  188    UMK     174|Cl* NGC  188    SMV    8921|NGC   188  2095|Cl* NGC  188    FTS       9|Gaia DR2 573940504151232384,573940504151232384,573940504151232384,461618806
Cl* NGC 188 DGV 1833,303621,2018AJ....156..142D,12.37455255212,85.63856764132,2020yCat.1350....0G,1.4504,0.009999999776482582,2020yCat.1350....0G,-7.103,-7.361,3.0,2020yCat.1350....0G,-38.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573976891114061824|TIC 461619033|2MASS J00492985+8538189|Cl* NGC  188    DGV    1833|Cl* NGC  188    PKM    1407|Cl* NGC  188    SMV    8927|Gaia DR2 573976891114061824,573976891114061824,573976891114061824,461619033
Cl* NGC 188 DGV 156,304397,2018AJ....156..142D,12.38114706604,85.00045856767,2020yCat.1350....0G,2.7247,0.04470000043511391,2020yCat.1350....0G,-12.643,8.565,3.0,2020yCat.1350....0G,-20.5,0.6000000238418579,2018AJ....156..142D,Gaia EDR3 573928512602651520|TIC 461618474|2MASS J00493147+8500016|Cl* NGC  188    DGV     156|Cl* NGC  188    PKM    8757|Cl* NGC  188     MT      72|Cl* NGC  188    SMV    9061|Gaia DR2 573928512602651520,573928512602651520,573928512602651520,461618474
2MASS J00493469+8547296,303454,2018AJ....156..142D,12.394940539799999,85.79153964709,2020yCat.1350....0G,1.2069,0.011500000022351742,2020yCat.1350....0G,16.632,1.879,3.0,2020yCat.1350....0G,-27.3,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 574073923015694848|TIC 461619111|2MASS J00493469+8547296|GSC 04619-02160|TYC 4619-2160-1|Gaia DR1 574073918719320192|Gaia DR2 574073918719320192,574073923015694848,574073918719320192,461619111
TYC 4619-1737-1,303448,2018AJ....156..142D,12.39874271367,85.74467718085,2020yCat.1350....0G,2.7913,0.010999999940395355,2020yCat.1350....0G,-7.849,-6.551,3.0,2020yCat.1350....0G,5.6,1.0,2018AJ....156..142D,Gaia EDR3 573979841755463808|TIC 461619083|2MASS J00493568+8544408|GSC 04619-01737|TYC 4619-1737-1|Gaia DR2 573979846050286976|Gaia DR1 573979841755463808,573979841755463808,573979846050286976,461619083
Cl* NGC 188 DGV 1810,303627,2018AJ....156..142D,12.404641087130003,85.49252238214,2020yCat.1350....0G,1.8281,0.031199999153614044,2020yCat.1350....0G,6.683,-4.182,3.0,2020yCat.1350....0G,-6.8,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573969503770349184|TIC 461618953|2MASS J00493706+8529330|Cl* NGC  188    DGV    1810|Cl* NGC  188    PKM    1492|Cl* NGC  188     MT      53|Cl* NGC  188    SMV    9011|TYC 4619-649-1|Gaia DR1 573969499473075456|Gaia DR2 573969503770349184,573969503770349184,573969503770349184,461618953
2MASS J00494354+8454272,302985,2018AJ....156..142D,12.431668503299997,84.907584248,2020yCat.1350....0G,0.05,0.020800000056624413,2020yCat.1350....0G,-1.448,0.664,3.0,2020yCat.1350....0G,-114.2,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573552445267316480|TIC 461618422|2MASS J00494354+8454272|Cl* NGC  188    DGV      95|Cl* NGC  188    PKM    8798|Cl* NGC  188    SMV    9166|Gaia DR2 573552445267316480,573552445267316480,573552445267316480,461618422
Cl* NGC 188 DGV 51,304410,2018AJ....156..142D,12.66967031612,84.89721943885,2020yCat.1350....0G,2.5864,0.0272000003606081,2020yCat.1350....0G,22.675,-9.12,3.0,2020yCat.1350....0G,25.3,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573927550529982208|TIC 461618416|2MASS J00504066+8453499|Cl* NGC  188    DGV      51|Cl* NGC  188    PKM    8936|Cl* NGC  188    SMV    9623|Gaia DR2 573927550529982208,573927550529982208,573927550529982208,461618416
UCAC4 874-000442,12496300,2018AJ....156..142D,12.902184793590001,84.73290140996,2020yCat.1350....0G,1.1156,0.025599999353289604,2020yCat.1350....0G,-10.7,-0.015,3.0,2020yCat.1350....0G,-42.9,5.699999809265137,2018AJ....156..142D,Gaia EDR3 573361886157165952|WISEA J005136.41+844358.4|TIC 461618331|2MASS J00513648+8443583|UCAC4 874-000442|WISE J005136.41+844358.4|Gaia DR2 573361886157165952,573361886157165952,573361886157165952,461618331
2MASS J00520845+8519573,303404,2018AJ....156..142D,13.035195757599999,85.33260186731,2020yCat.1350....0G,0.1983,0.009999999776482582,2020yCat.1350....0G,-0.388,0.431,3.0,2020yCat.1350....0G,-60.3,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573963898835738752|TIC 461618825|2MASS J00520845+8519573|Cl* NGC  188    DGV    1282|Cl* NGC  188    PKM    5607|Cl* NGC  188    UMK     200|Cl* NGC  188    SMV   10120|GEN# +2.01883094|NGC   188  3094|UBV M  30043|Gaia DR2 573963898835738752,573963898835738752,573963898835738752,461618825
NGC 188 3083,304141,2018AJ....156..142D,13.036342934630001,85.28862159147,2020yCat.1350....0G,4.5063,0.016200000420212746,2020yCat.1350....0G,22.556,25.234,3.0,2020yCat.1350....0G,-45.2,0.4000000059604645,2018AJ....156..142D,Gaia EDR3 573940297992817408|TIC 461618786|Cl* NGC  188    SMV   10148|2MASS J00520873+8517190|Cl* NGC  188    DGV    1278|Cl* NGC  188    PKM    5644|NGC   188  3083|Cl* NGC  188    FTS      67|Gaia DR2 573940297992817408,573940297992817408,573940297992817408,461618786
2MASS J00522777+8444434,11863744,2018AJ....156..142D,13.115738134719999,84.74542933859,2020yCat.1350....0G,0.4806,0.010300000198185444,2020yCat.1350....0G,-2.575,0.051,3.0,2020yCat.1350....0G,-40.3,0.0,2018AJ....156..142D,Gaia EDR3 573361954876641920|TIC 461618334|2MASS J00522777+8444434|Gaia DR2 573361954876641920,573361954876641920,573361954876641920,461618334
Cl* NGC 188 DGV 60,304408,2018AJ....156..142D,13.15271208695,85.005113673,2020yCat.1350....0G,1.0359,0.01269999984651804,2020yCat.1350....0G,0.284,0.912,3.0,2020yCat.1350....0G,-19.7,0.20000000298023224,2018AJ....156..142D,Gaia EDR3 573929813976619776|TIC 461618476|2MASS J00523662+8500184|Cl* NGC  188    DGV      60|Cl* NGC  188    PKM    8890|Cl* NGC  188     MT      71|Cl* NGC  188    SMV   10444|TYC 4619-747-1|Gaia DR1 573929813976619776|Gaia DR2 573929813976619776,573929813976619776,573929813976619776,461618476
2MASS J00530810+8450348,14890920,2018AJ....156..142D,13.283839480090002,84.84299235562,2020yCat.1350....0G,0.043,0.013700000010430813,2020yCat.1350....0G,-0.324,1.11,3.0,2020yCat.1350....0G,-29.0,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573364222619369344|TIC 461618390|Gaia DR2 573364222619369344|2MASS J00530810+8450348,573364222619369344,573364222619369344,461618390
Cl* NGC 188 DGV 400,304289,2018AJ....156..142D,13.334427305400002,85.14870973059,2020yCat.1350....0G,2.799,0.012799999676644802,2020yCat.1350....0G,-23.105,-2.651,3.0,2020yCat.1350....0G,-22.2,1.0,2018AJ....156..142D,Gaia EDR3 573937033817744512|TIC 461620545|2MASS J00532016+8508553|Cl* NGC  188    DGV     400|Cl* NGC  188    PKM    7297|Cl* NGC  188    UMK     214|Cl* NGC  188    SMV   10669|Gaia DR2 573937033817744512,573937033817744512,573937033817744512,461620545
2MASS J00542287+8455398,304425,2018AJ....156..142D,13.59562429421,84.92774705304,2020yCat.1350....0G,0.5205,0.013299999758601189,2020yCat.1350....0G,-2.295,-0.981,3.0,2020yCat.1350....0G,-42.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573740186875949696|TIC 461620400|2MASS J00542287+8455398|Cl* NGC  188    DGV      44|Cl* NGC  188    PKM    9205|Cl* NGC  188    SMV   11104|Gaia DR2 573740186875949696,573740186875949696,573740186875949696,461620400
Cl* NGC 188 SMV 11217,4926970,2018AJ....156..142D,13.624868257469998,84.84847524403,2020yCat.1350....0G,0.9726,0.01119999960064888,2020yCat.1350....0G,-7.232,1.4,3.0,2020yCat.1350....0G,-36.4,0.699999988079071,2018AJ....156..142D,Gaia EDR3 573738743766941184|TIC 461620366|Cl* NGC  188    SMV   11217|2MASS J00542989+8450545|Gaia DR2 573738743766941184,573738743766941184,573738743766941184,461620366
Cl* NGC 188 SMV 11162,304197,2018AJ....156..142D,13.796103481610002,85.38087147537,2020yCat.1350....0G,2.555,0.0471000000834465,2020yCat.1350....0G,1.884,-14.006,3.0,2020yCat.1350....0G,-83.1,3.200000047683716,2018AJ....156..142D,Gaia EDR3 573965174443521280|TIC 461620715|Cl* NGC  188    SMV   11162|2MASS J00551101+8522510|Cl* NGC  188    DGV    1292|Cl* NGC  188    PKM    6088|Gaia DR2 573965174443521280,573965174443521280,573965174443521280,461620715
2MASS J00552582+8542389,3741189,2018AJ....156..142D,13.857587293489999,85.71079896672,2020yCat.1350....0G,0.3932,0.009399999864399433,2020yCat.1350....0G,-1.039,-0.017,3.0,2020yCat.1350....0G,-27.2,0.5,2018AJ....156..142D,Gaia EDR3 574069726831240960|TIC 461620862|Cl* NGC  188    SMV   11063|Cl* NGC  188    PKM    2442|2MASS J00552582+8542389|Gaia DR2 574069726831240960,574069726831240960,574069726831240960,461620862
HIP 4349,303545,2018AJ....156..142D,13.93906326064,85.20580789673,2020yCat.1350....0G,0.5812,0.010300000198185444,2020yCat.1350....0G,-2.692,0.033,3.0,2020yCat.1350....0G,-40.0,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573751388150710400|TIC 461620588|Cl* NGC  188    SMV   11372|2MASS J00554526+8512209|Cl* NGC  188    DGV     359|Cl* NGC  188    PKM    6175|Cl* NGC  188    UMK     227|Cl* NGC  188    SAN      J|GEN# +2.01880010|GSC 04619-00946|HIC   4349|HIP   4349|TYC 4619-946-1|UBV M  29906|Gaia DR1 573751383853940736|Gaia DR2 573751388150710400,573751388150710400,573751388150710400,461620588
