obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC
NGC 188 1168,304171,2003AJ....126.2922P,11.597837530049999,85.21262292116,2020yCat.1350....0G,0.513,0.06909999996423721,2020yCat.1350....0G,-2.343,-0.906,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573940877812476288|TIC 461601180|2MASS J00462361+8512454|Cl* NGC  188    PKM    5827|Cl* NGC  188    SMV    7426|GEN# +2.01881168|NGC   188  1168|UBV M  29987|Cl* NGC  188    FTS     382|Gaia DR2 573940877812476288,573940877812476288,573940877812476288,461601180
NGC 188 2179,304184,2003AJ....126.2922P,11.62505983309,85.19778118606,2020yCat.1350....0G,0.5166,0.012199999764561653,2020yCat.1350....0G,-2.31,-1.231,3.0,2020yCat.1350....0G,-42.5,,2011AJ....142...59J,Gaia EDR3 573940779029198336|TIC 461601153|2MASS J00463004+8511518|Cl* NGC  188     JA    1056|Cl* NGC  188    DGV     575|Cl* NGC  188    PKM    5894|Cl* NGC  188    UMK     127|Cl* NGC  188    SMV    7479|NGC   188  2179|Cl* NGC  188    FTS      27|Gaia DR2 573940779029198336,573940779029198336,573940779029198336,461601153
2MASS J00533497+8511145,303024,2003AJ....126.2922P,13.39602027001,85.18737761052,2020yCat.1350....0G,0.5038,0.009399999864399433,2020yCat.1350....0G,-2.32,-0.938,3.0,2020yCat.1350....0G,-42.0558,0.051600001752376556,2019A&A...623A..80C,Gaia EDR3 573938580005960832|TIC 461620575|Cl* NGC  188    SMV   10741|2MASS J00533497+8511145|Cl* NGC  188    DGV     434|Cl* NGC  188    PKM    6188|Cl* NGC  188    UMK     215|GEN# +2.01885215|Gaia DR2 573938580005960832,573938580005960832,573938580005960832,461620575
Cl* NGC 188 SMV 11704,304222,2003AJ....126.2922P,14.36910991603,85.28481017945,2020yCat.1350....0G,0.5582,0.02930000051856041,2020yCat.1350....0G,-2.246,-0.796,3.0,2020yCat.1350....0G,-42.55,,2008AJ....135.2264G,Gaia EDR3 573775508687032320|TIC 461620642|Cl* NGC  188    SMV   11704|2MASS J00572859+8517053|Cl* NGC  188    DGV    1236|Cl* NGC  188    PKM    6303|Gaia DR2 573775508687032320,573775508687032320,573775508687032320,461620642
NGC 188 3070,303011,2003AJ....126.2922P,13.010189087709998,85.23500090458,2020yCat.1350....0G,0.5004,0.021800000220537186,2020yCat.1350....0G,-2.277,-1.067,3.0,2020yCat.1350....0G,-42.73,,2008AJ....135.2264G,Gaia EDR3 573938992322792832|TIC 461618697|2MASS J00520245+8514060|Cl* NGC  188    DGV     363|Cl* NGC  188    PKM    5695|Cl* NGC  188    SMV   10119|GEN# +2.01883070|NGC   188  3070|UBV M  30042|Cl* NGC  188    FTS     184|Gaia DR2 573938992322792832,573938992322792832,573938992322792832,461618697
NGC 188 3059,304156,2003AJ....126.2922P,12.866555279520002,85.2123905106,2020yCat.1350....0G,0.5305,0.02969999983906746,2020yCat.1350....0G,-2.351,-0.986,3.0,2020yCat.1350....0G,-43.11,,2008AJ....135.2264G,Gaia EDR3 573939576438357632|TIC 461618656|Cl* NGC  188    SMV    9885|2MASS J00512797+8512445|Cl* NGC  188    DGV     460|Cl* NGC  188    PKM    5724|NGC   188  3059|Cl* NGC  188    FTS     237|Gaia DR2 573939576438357632,573939576438357632,573939576438357632,461618656
V* V770 Cep,304170,2003AJ....126.2922P,11.327649954050003,85.31028610373,2020yCat.1350....0G,0.5719,0.03799999877810478,2020yCat.1350....0G,-2.728,-0.74,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573944008844539264|TIC 461601400|2MASS J00451868+8518369|Cl* NGC  188    PKM    5825|Cl* NGC  188    SMV    6934|NGC   188  2070|Cl* NGC  188    FTS     336|Cl* NGC  188     KS V35|V* V770 Cep|Gaia DR2 573944008844539264,573944008844539264,573944008844539264,461601400
NGC 188 2080,303187,2003AJ....126.2922P,11.646899651299998,85.32561217163,2020yCat.1350....0G,0.5401,0.02370000071823597,2020yCat.1350....0G,-2.118,-1.082,3.0,2020yCat.1350....0G,-42.0,,2008AJ....135.2264G,Gaia EDR3 573943390369245056|TIC 461601420|2MASS J00463522+8519320|Cl* NGC  188    DGV    1356|Cl* NGC  188    PKM    5838|Cl* NGC  188    SMV    7538|GEN# +2.01882080|NGC   188  2080|UBV M  30014|Cl* NGC  188    FTS     215|Gaia DR2 573943390369245056,573943390369245056,573943390369245056,461601420
Cl* NGC 188 PKM 6020,4926706,2003AJ....126.2922P,13.388492190479997,85.24545859929,2020yCat.1350....0G,0.4375,0.03959999978542328,2020yCat.1350....0G,-2.312,-0.934,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573939335920276736|TIC 461620609|Cl* NGC  188    PKM    6020|Cl* NGC  188    SMV   10698|2MASS J00533325+8514436|Gaia DR2 573939335920276736,573939335920276736,573939335920276736,461620609
Cl* NGC 188 SMV 11353,303173,2003AJ....126.2922P,13.985396153930001,85.411248362,2020yCat.1350....0G,0.5069,0.027799999341368675,2020yCat.1350....0G,-2.312,-0.834,3.0,2020yCat.1350....0G,-42.57,,2008AJ....135.2264G,Gaia EDR3 573965483681163904|TIC 461620731|Cl* NGC  188    SMV   11353|2MASS J00555643+8524404|Cl* NGC  188    DGV    1294|Cl* NGC  188    PKM    6072|Gaia DR2 573965483681163904,573965483681163904,573965483681163904,461620731
Cl* NGC 188 DGV 1247,304200,2003AJ....126.2922P,13.54853146774,85.29954610999,2020yCat.1350....0G,0.5148,0.027699999511241913,2020yCat.1350....0G,-2.326,-0.939,3.0,2020yCat.1350....0G,-42.25,,2008AJ....135.2264G,Gaia EDR3 573963078499535616|TIC 461620656|2MASS J00541162+8517583|Cl* NGC  188    DGV    1247|Cl* NGC  188    PKM    6130|Cl* NGC  188    SMV   10898|Gaia DR2 573963078499535616,573963078499535616,573963078499535616,461620656
Cl* NGC 188 PKM 6146,4926968,2003AJ....126.2922P,13.77930390063,85.27176291508,2020yCat.1350....0G,0.5649,0.04769999906420708,2020yCat.1350....0G,-2.342,-0.817,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573962696246372096|TIC 461620627|Cl* NGC  188    PKM    6146|Cl* NGC  188    SMV   11214|2MASS J00550697+8516183|Gaia DR2 573962696246372096,573962696246372096,573962696246372096,461620627
Cl* NGC 188 SMV 10913,304281,2003AJ....126.2922P,13.58224449279,85.35364873111,2020yCat.1350....0G,1.3713,0.02199999988079071,2020yCat.1350....0G,-2.793,0.935,3.0,2020yCat.1350....0G,24.36,,2008AJ....135.2264G,Gaia EDR3 573963628255296896|TIC 461620696|Cl* NGC  188    SMV   10913|2MASS J00541970+8521130|Cl* NGC  188    DGV    1263|Cl* NGC  188    PKM    6979|Gaia DR2 573963628255296896,573963628255296896,573963628255296896,461620696
Cl* NGC 188 DGV 241,303004,2003AJ....126.2922P,10.33252640559,85.02416292,2020yCat.1350....0G,0.5276,0.010400000028312206,2020yCat.1350....0G,-2.243,-1.102,3.0,2020yCat.1350....0G,-43.06,1.9800000190734863,2018yCat.1345....0G,Gaia EDR3 573557908465908096|TIC 461599088|2MASS J00411980+8501269|Cl* NGC  188    DGV     241|Cl* NGC  188    PKM    8129|Cl* NGC  188     MT       6|Cl* NGC  188    SMV    5105|Gaia DR2 573557908465908096,573557908465908096,573557908465908096,461599088
NGC 188 3029,303039,2003AJ....126.2922P,11.57037693349,85.11217479698,2020yCat.1350....0G,0.5375,0.021299999207258224,2020yCat.1350....0G,-2.355,-1.058,3.0,2020yCat.1350....0G,-41.23,,2008AJ....135.2264G,Gaia EDR3 573934250678939648|TIC 461601052|2MASS J00461686+8506437|Cl* NGC  188    DGV     477|Cl* NGC  188    PKM    8374|Cl* NGC  188    SMV    7354|GEN# +2.01883029|NGC   188  3029|UBV M  30038|Gaia DR2 573934250678939648,573934250678939648,573934250678939648,461601052
Cl* NGC 188 DGV 543,303057,2003AJ....126.2922P,11.38906418975,85.09684234479,2020yCat.1350....0G,0.5367,0.019999999552965164,2020yCat.1350....0G,-2.339,-1.047,3.0,2020yCat.1350....0G,-41.21,,2008AJ....135.2264G,Gaia EDR3 573934177663443456|TIC 461601045|2MASS J00453337+8505485|Cl* NGC  188    DGV     543|Cl* NGC  188    PKM    8386|Cl* NGC  188    UMK     107|Cl* NGC  188    SMV    7013|Gaia DR2 573934177663443456,573934177663443456,573934177663443456,461601045
Cl* NGC 188 PKM 8388,4925117,2003AJ....126.2922P,11.28260756909,85.09588643046,2020yCat.1350....0G,0.4627,0.035599999129772186,2020yCat.1350....0G,-2.345,-0.998,3.0,2020yCat.1350....0G,-41.97,,2008AJ....135.2264G,Gaia EDR3 573934353758156928|TIC 461601043|Cl* NGC  188    PKM    8388|Cl* NGC  188    SMV    6805|2MASS J00450776+8505450|Gaia DR2 573934353758156928,573934353758156928,573934353758156928,461601043
Cl* NGC 188 SMV 6946,4925172,2003AJ....126.2922P,11.360703089300001,85.08388288684,2020yCat.1350....0G,0.5876,0.041600000113248825,2020yCat.1350....0G,-2.285,-0.958,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573934147599785472|TIC 461601039|Cl* NGC  188    SMV    6946|Cl* NGC  188    PKM    8395|2MASS J00452653+8505017|Gaia DR2 573934147599785472,573934147599785472,573934147599785472,461601039
Cl* NGC 188 DGV 137,302991,2003AJ....126.2922P,11.437349880970002,85.0717329026,2020yCat.1350....0G,0.5505,0.017000000923871994,2020yCat.1350....0G,-2.128,-1.066,3.0,2020yCat.1350....0G,-42.6,0.800000011920929,2018AJ....156..142D,Gaia EDR3 573932670130981632|TIC 461601032|2MASS J00454489+8504180|Cl* NGC  188    DGV     137|Cl* NGC  188    PKM    8406|Cl* NGC  188    SMV    7113|SBC9 3182|Gaia DR2 573932670130981632,573932670130981632,573932670130981632,461601032
Cl* NGC 188 DGV 138,302992,2003AJ....126.2922P,11.51207598497,85.05805037515,2020yCat.1350....0G,0.5067,0.025299999862909317,2020yCat.1350....0G,-2.301,-1.192,3.0,2020yCat.1350....0G,-42.32,,2008AJ....135.2264G,Gaia EDR3 573932567051769088|TIC 461601025|2MASS J00460280+8503289|Cl* NGC  188    DGV     138|Cl* NGC  188    PKM    8414|Cl* NGC  188    SMV    7244|Gaia DR2 573932567051769088,573932567051769088,573932567051769088,461601025
Cl* NGC 188 DGV 133,302990,2003AJ....126.2922P,11.77294890357,85.01243328505,2020yCat.1350....0G,0.5191,0.021299999207258224,2020yCat.1350....0G,-2.317,-1.112,3.0,2020yCat.1350....0G,-41.7,,2008AJ....135.2264G,Gaia EDR3 573929405955846528|TIC 461600991|2MASS J00470544+8500447|Cl* NGC  188    DGV     133|Cl* NGC  188    PKM    8600|Cl* NGC  188    SMV    7775|Gaia DR2 573929405955846528,573929405955846528,573929405955846528,461600991
V* V779 Cep,4925991,2003AJ....126.2922P,12.40195234644,85.10726917311,2020yCat.1350....0G,0.5118,0.040800001472234726,2020yCat.1350....0G,-2.309,-1.057,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573931467540135936|TIC 461618534|Cl* NGC  188    PKM    8706|Cl* NGC  188    SMV    9070|2MASS J00493646+8506261|Cl* NGC  188     KS V41|V* V779 Cep|Gaia DR2 573931467540135936,573931467540135936,573931467540135936,461618534
Cl* NGC 188 PKM 8713,4925955,2003AJ....126.2922P,12.343016919689997,85.0973753983,2020yCat.1350....0G,0.4912,0.03350000083446503,2020yCat.1350....0G,-2.273,-1.015,3.0,2020yCat.1350....0G,-42.39,,2008AJ....135.2264G,Gaia EDR3 573931433180399232|TIC 461618527|Cl* NGC  188    PKM    8713|Cl* NGC  188    SMV    8980|2MASS J00492226+8505504|Gaia DR2 573931433180399232,573931433180399232,573931433180399232,461618527
Cl* NGC 188 DGV 510,303048,2003AJ....126.2922P,12.17535616695,85.09176225963,2020yCat.1350....0G,0.5525,0.02590000070631504,2020yCat.1350....0G,-2.354,-0.952,3.0,2020yCat.1350....0G,-42.85,,2008AJ....135.2264G,Gaia EDR3 573931398820661120|TIC 461618522|2MASS J00484204+8505302|Cl* NGC  188    DGV     510|Cl* NGC  188    PKM    8714|Cl* NGC  188    SMV    8630|Gaia DR2 573931398820661120,573931398820661120,573931398820661120,461618522
Cl* NGC 188 DGV 150,302969,2003AJ....126.2922P,12.4953544833,85.07205582732,2020yCat.1350....0G,0.5071,0.01850000023841858,2020yCat.1350....0G,-2.333,-1.003,3.0,2020yCat.1350....0G,-41.47,,2008AJ....135.2264G,Gaia EDR3 573931330101188224|TIC 461618512|2MASS J00495887+8504193|Cl* NGC  188    DGV     150|Cl* NGC  188    PKM    8724|Cl* NGC  188    UMK     186|Cl* NGC  188    SMV    9246|Gaia DR2 573931330101188224,573931330101188224,573931330101188224,461618512
Cl* NGC 188 DGV 152,304396,2003AJ....126.2922P,12.45539453924,85.05759338844,2020yCat.1350....0G,0.4479,0.03009999915957451,2020yCat.1350....0G,-3.265,-0.149,3.0,2020yCat.1350....0G,-80.65,,2008AJ....135.2264G,Gaia EDR3 573930952144068352|TIC 461618502|2MASS J00494931+8503273|Cl* NGC  188    DGV     152|Cl* NGC  188    PKM    8733|Cl* NGC  188    SMV    9179|Gaia DR2 573930952144068352,573930952144068352,573930952144068352,461618502
Cl* NGC 188 DGV 108,304399,2003AJ....126.2922P,12.470101791989999,84.98255679399,2020yCat.1350....0G,0.4348,0.0272000003606081,2020yCat.1350....0G,-2.482,-1.048,3.0,2020yCat.1350....0G,-40.17,,2008AJ....135.2264G,Gaia EDR3 573928409523438464|TIC 461618458|2MASS J00495274+8458571|Cl* NGC  188    DGV     108|Cl* NGC  188    PKM    8768|Cl* NGC  188    SMV    9227|Gaia DR2 573928409523438464,573928409523438464,573928409523438464,461618458
Cl* NGC 188 PKM 8774,4926024,2003AJ....126.2922P,12.43155846095,84.96968097989,2020yCat.1350....0G,0.5153,0.03750000149011612,2020yCat.1350....0G,-2.363,-1.067,3.0,2020yCat.1350....0G,-42.63,,2008AJ....135.2264G,Gaia EDR3 573928375163700864|TIC 461618448|Cl* NGC  188    PKM    8774|Cl* NGC  188    SMV    9152|2MASS J00494353+8458108|Gaia DR2 573928375163700864,573928375163700864,573928375163700864,461618448
Cl* NGC 188 DGV 61,304405,2003AJ....126.2922P,12.83447527132,85.07511116295,2020yCat.1350....0G,0.4891,0.0215000007301569,2020yCat.1350....0G,-2.079,-1.148,3.0,2020yCat.1350....0G,-42.58,,2008AJ....135.2264G,Gaia EDR3 573930642906420992|TIC 461618514|2MASS J00512023+8504303|Cl* NGC  188    DGV      61|Cl* NGC  188    PKM    8861|Cl* NGC  188    SMV    9877|Gaia DR2 573930642906420992,573930642906420992,573930642906420992,461618514
Cl* NGC 188 PKM 9119,4927063,2003AJ....126.2922P,13.840993767140002,85.087617665,2020yCat.1350....0G,0.5291,0.03350000083446503,2020yCat.1350....0G,-2.356,-0.951,3.0,2020yCat.1350....0G,-2.39,,2008AJ....135.2264G,Gaia EDR3 573748879889832192|TIC 461620515|Cl* NGC  188    PKM    9119|Cl* NGC  188    SMV   11348|2MASS J00552181+8505154|Gaia DR2 573748879889832192,573748879889832192,573748879889832192,461620515
Cl* NGC 188 DGV 389,304414,2003AJ....126.2922P,13.503315456810002,85.08758549996,2020yCat.1350....0G,0.511,0.03689999878406525,2020yCat.1350....0G,-2.329,-0.814,3.0,2020yCat.1350....0G,-41.28,,2008AJ....135.2264G,Gaia EDR3 573748742450797952|TIC 461620518|2MASS J00540076+8505153|Cl* NGC  188    DGV     389|Cl* NGC  188    PKM    9123|Cl* NGC  188    SMV   10942|Gaia DR2 573748742450797952,573748742450797952,573748742450797952,461620518
Cl* NGC 188 DGV 68,302980,2003AJ....126.2922P,13.48842739966,85.03033049666,2020yCat.1350....0G,0.4909,0.02319999970495701,2020yCat.1350....0G,-2.371,-1.081,3.0,2020yCat.1350....0G,-41.63,,2008AJ....135.2264G,Gaia EDR3 573742626417369728|TIC 461620470|2MASS J00535721+8501490|Cl* NGC  188    DGV      68|Cl* NGC  188    PKM    9154|Cl* NGC  188    SMV   10946|Gaia DR2 573742626417369728,573742626417369728,573742626417369728,461620470
Cl* NGC 188 DGV 366,303013,2003AJ....126.2922P,14.765499680880003,85.09798913686,2020yCat.1350....0G,0.5002,0.01860000006854534,2020yCat.1350....0G,-2.435,-0.879,3.0,2020yCat.1350....0G,-41.75,,2008AJ....135.2264G,Gaia EDR3 573749464005384832|TIC 461625764|2MASS J00590372+8505527|Cl* NGC  188    DGV     366|Cl* NGC  188    PKM    9316|Cl* NGC  188    SMV   12091|Gaia DR2 573749464005384832,573749464005384832,573749464005384832,461625764
Cl* NGC 188 DGV 1557,303794,2020A&A...640A...1C,9.66461259614,85.38002846281,2020yCat.1350....0G,0.5218,0.022299999371170998,2020yCat.1350....0G,-2.372,-1.117,3.0,2020yCat.1350....0G,-43.17,,2008AJ....135.2264G,Gaia EDR3 573955691155545600|TIC 461597495|2MASS J00383957+8522481|Cl* NGC  188    DGV    1557|Cl* NGC  188    PKM    3701|Cl* NGC  188    SMV    4317|Gaia DR2 573955691155545600,573955691155545600,573955691155545600,461597495
Cl* NGC 188 DGV 1559,303249,2020A&A...640A...1C,9.37441812797,85.3928006669,2020yCat.1350....0G,0.5389,0.016200000420212746,2020yCat.1350....0G,-2.339,-1.079,3.0,2020yCat.1350....0G,-42.0,,2008AJ....135.2264G,Gaia EDR3 573955725515278592|TIC 461597501|2MASS J00372991+8523341|Cl* NGC  188    DGV    1559|Cl* NGC  188    PKM    3694|Cl* NGC  188    SMV    3923|Gaia DR2 573955725515278592,573955725515278592,573955725515278592,461597501
Cl* NGC 188 PKM 3699,4923826,2020A&A...640A...1C,9.550142997320002,85.38198011736,2020yCat.1350....0G,0.4996,0.03629999980330467,2020yCat.1350....0G,-2.285,-1.113,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573955725515282944|TIC 461597497|Cl* NGC  188    PKM    3699|Cl* NGC  188    SMV    4150|2MASS J00381208+8522551|Gaia DR2 573955725515282944,573955725515282944,573955725515282944,461597497
Cl* NGC 188 PKM 3396,4923611,2020A&A...640A...1C,9.194435011689999,85.40937930515,2020yCat.1350....0G,0.5238,0.06970000267028809,2020yCat.1350....0G,-2.305,-1.017,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573955966033441792|TIC 461597511|Cl* NGC  188    PKM    3396|Cl* NGC  188    SMV    3696|2MASS J00364668+8524337|Gaia DR2 573955966033441792,573955966033441792,573955966033441792,461597511
Cl* NGC 188 WV 26,303521,2020A&A...640A...1C,10.3983957171,85.35135475778,2020yCat.1350....0G,0.6063,0.026200000196695328,2020yCat.1350....0G,-2.427,-0.953,3.0,2020yCat.1350....0G,-44.12,,2008AJ....135.2264G,Gaia EDR3 573956069112683392|TIC 461599366|2MASS J00413567+8521048|Cl* NGC  188     WV      26|Cl* NGC  188    DGV    1546|Cl* NGC  188    PKM    3953|Cl* NGC  188    SMV    5356|Gaia DR2 573956069112683392,573956069112683392,573956069112683392,461599366
NGC 188 3140,303295,2020A&A...640A...1C,10.59616134521,85.3427117094,2020yCat.1350....0G,0.5044,0.010700000450015068,2020yCat.1350....0G,-2.341,-1.184,3.0,2020yCat.1350....0G,-43.0,,2011AJ....142...59J,Gaia EDR3 573956069112687488|TIC 461599359|2MASS J00422316+8520336|Cl* NGC  188     JA    1581|Cl* NGC  188    DGV    1461|Cl* NGC  188    PKM    4228|Cl* NGC  188    UMK      66|Cl* NGC  188    SMV    5675|NGC   188  3140|Gaia DR2 573956069112687488,573956069112687488,573956069112687488,461599359
Cl* NGC 188 SMV 5294,4924435,2020A&A...640A...1C,10.35991016702,85.35323422641,2020yCat.1350....0G,0.5422,0.042500000447034836,2020yCat.1350....0G,-2.338,-1.128,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956133535035648|TIC 461599368|Cl* NGC  188    SMV    5294|Cl* NGC  188    PKM    3950|2MASS J00412642+8521114|Gaia DR2 573956133535035648,573956133535035648,573956133535035648,461599368
Cl* NGC 188 PKM 3935,4924364,2020A&A...640A...1C,10.269636809629999,85.37298858821,2020yCat.1350....0G,0.6464,0.03060000017285347,2020yCat.1350....0G,-2.27,-0.616,3.0,2020yCat.1350....0G,-43.44,,2008AJ....135.2264G,Gaia EDR3 573956172191890176|TIC 461599383|Cl* NGC  188    PKM    3935|Cl* NGC  188    SMV    5172|2MASS J00410481+8522226|Gaia DR2 573956172191890176,573956172191890176,573956172191890176,461599383
Cl* NGC 188 PKM 4192,4924656,2020A&A...640A...1C,10.66162642888,85.39259408755,2020yCat.1350....0G,0.4513,0.03889999911189079,2020yCat.1350....0G,-2.115,-1.361,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956618868483200|TIC 461599397|Cl* NGC  188    PKM    4192|Cl* NGC  188    SMV    5801|2MASS J00423882+8523332|Gaia DR2 573956618868483200,573956618868483200,573956618868483200,461599397
Cl* NGC 188 PKM 4185,4924520,2020A&A...640A...1C,10.461520348539999,85.40075428713,2020yCat.1350....0G,0.5163,0.03579999879002571,2020yCat.1350....0G,-2.285,-1.103,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956687587956096|TIC 461599402|Cl* NGC  188    PKM    4185|Cl* NGC  188    SMV    5485|2MASS J00415084+8524025|Gaia DR2 573956687587956096,573956687587956096,573956687587956096,461599402
Cl* NGC 188 PKM 5814,4924518,2020A&A...640A...1C,10.44216722564,85.44971737464,2020yCat.1350....0G,0.465,0.04690000042319298,2020yCat.1350....0G,-2.125,-1.236,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956855089661952|TIC 461599425|Cl* NGC  188    PKM    5814|Cl* NGC  188    SMV    5478|2MASS J00414609+8526589|Gaia DR2 573956855089661952,573956855089661952,573956855089661952,461599425
Cl* NGC 188 PKM 3899,4924125,2020A&A...640A...1C,9.93303945837,85.43106702436,2020yCat.1350....0G,0.5421,0.05130000039935112,2020yCat.1350....0G,-2.369,-0.93,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573956962465851904|TIC 461599417|Cl* NGC  188    PKM    3899|Cl* NGC  188    SMV    4734|2MASS J00394398+8525516|Gaia DR2 573956962465851904,573956962465851904,573956962465851904,461599417
Cl* NGC 188 PKM 2937,4922655,2020A&A...640A...1C,7.688763296019999,85.42814202063,2020yCat.1350....0G,0.4689,0.03999999910593033,2020yCat.1350....0G,-2.24,-1.302,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573959573805957504|TIC 461595671|Cl* NGC  188    PKM    2937|Cl* NGC  188    SMV    1817|2MASS J00304535+8525413|Gaia DR2 573959573805957504,573959573805957504,573959573805957504,461595671
Cl* NGC 188 DGV 1699,303581,2020A&A...640A...1C,7.720072517780002,85.45048632195,2020yCat.1350....0G,0.5406,0.027699999511241913,2020yCat.1350....0G,-2.382,-1.141,3.0,2020yCat.1350....0G,-40.61,,2008AJ....135.2264G,Gaia EDR3 573959608165688832|TIC 461595686|2MASS J00305284+8527017|Cl* NGC  188    DGV    1699|Cl* NGC  188    PKM     583|Cl* NGC  188    SMV    1865|Gaia DR2 573959608165688832,573959608165688832,573959608165688832,461595686
Cl* NGC 188 PKM 3394,4922830,2020A&A...640A...1C,7.9873351985,85.43664526087,2020yCat.1350....0G,0.4947,0.03150000050663948,2020yCat.1350....0G,-2.277,-1.212,3.0,2020yCat.1350....0G,-42.7,,2008AJ....135.2264G,Gaia EDR3 573959917403340416|TIC 461595677|Cl* NGC  188    PKM    3394|Cl* NGC  188    SMV    2155|2MASS J00315688+8526120|Gaia DR2 573959917403340416,573959917403340416,573959917403340416,461595677
Cl* NGC 188 PKM 6152,4926905,2020A&A...640A...1C,13.709939163569999,85.26137746852,2020yCat.1350....0G,0.5258,0.03150000050663948,2020yCat.1350....0G,-2.493,-1.052,3.0,2020yCat.1350....0G,-41.28,,2008AJ....135.2264G,Gaia EDR3 573962666182627968|TIC 461620619|Cl* NGC  188    PKM    6152|Cl* NGC  188    SMV   11099|2MASS J00545040+8515410|Gaia DR2 573962666182627968,573962666182627968,573962666182627968,461620619
Cl* NGC 188 PKM 6146,4926968,2020A&A...640A...1C,13.77930390063,85.27176291508,2020yCat.1350....0G,0.5649,0.04769999906420708,2020yCat.1350....0G,-2.342,-0.817,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573962696246372096|TIC 461620627|Cl* NGC  188    PKM    6146|Cl* NGC  188    SMV   11214|2MASS J00550697+8516183|Gaia DR2 573962696246372096,573962696246372096,573962696246372096,461620627
Cl* NGC 188 SMV 11341,303163,2020A&A...640A...1C,13.916254162800001,85.28305311643,2020yCat.1350....0G,0.5096,0.02630000002682209,2020yCat.1350....0G,-2.377,-0.946,3.0,2020yCat.1350....0G,-41.77,,2008AJ....135.2264G,Gaia EDR3 573962799325589632|TIC 461620641|Cl* NGC  188    SMV   11341|2MASS J00553985+8516590|Cl* NGC  188    DGV    1240|Cl* NGC  188    PKM    6140|Gaia DR2 573962799325589632,573962799325589632,573962799325589632,461620641
Cl* NGC 188 PKM 5630,4926673,2020A&A...640A...1C,13.3602723352,85.29862189625,2020yCat.1350....0G,0.544,0.0421999990940094,2020yCat.1350....0G,-2.316,-0.771,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573962971124282112|TIC 461620655|Cl* NGC  188    PKM    5630|Cl* NGC  188    SMV   10636|2MASS J00532640+8517550|Gaia DR2 573962971124282112,573962971124282112,573962971124282112,461620655
Cl* NGC 188 DGV 1245,303164,2020A&A...640A...1C,13.47896731345,85.29012427526,2020yCat.1350....0G,0.5382,0.02290000021457672,2020yCat.1350....0G,-2.257,-1.058,3.0,2020yCat.1350....0G,-42.45,,2008AJ....135.2264G,Gaia EDR3 573962975420320640|Cl* NGC  188    DGV    1245|Cl* NGC  188    PKM    6135|Cl* NGC  188    SMV   10810|Gaia DR2 573962975420320640,573962975420320640,573962975420320640,nan
Cl* NGC 188 PKM 5627,4926653,2020A&A...640A...1C,13.3293761187,85.30373158666,2020yCat.1350....0G,0.5835,0.03530000150203705,2020yCat.1350....0G,-2.252,-0.896,3.0,2020yCat.1350....0G,-39.13,,2008AJ....135.2264G,Gaia EDR3 573963044139747072|TIC 461620660|Cl* NGC  188    PKM    5627|Cl* NGC  188    SMV   10586|2MASS J00531901+8518133|Gaia DR2 573963044139747072,573963044139747072,573963044139747072,461620660
Cl* NGC 188 PKM 5632,4926652,2020A&A...640A...1C,13.32732157012,85.29813426515,2020yCat.1350....0G,0.5345,0.06849999725818634,2020yCat.1350....0G,-2.249,-0.967,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573963044139747712|TIC 461620654|Cl* NGC  188    PKM    5632|Cl* NGC  188    SMV   10585|2MASS J00531856+8517532|Gaia DR2 573963044139747712,573963044139747712,573963044139747712,461620654
Cl* NGC 188 DGV 1247,304200,2020A&A...640A...1C,13.54853146774,85.29954610999,2020yCat.1350....0G,0.5148,0.027699999511241913,2020yCat.1350....0G,-2.326,-0.939,3.0,2020yCat.1350....0G,-42.25,,2008AJ....135.2264G,Gaia EDR3 573963078499535616|TIC 461620656|2MASS J00541162+8517583|Cl* NGC  188    DGV    1247|Cl* NGC  188    PKM    6130|Cl* NGC  188    SMV   10898|Gaia DR2 573963078499535616,573963078499535616,573963078499535616,461620656
Cl* NGC 188 PKM 6127,4926984,2020A&A...640A...1C,13.816267070280002,85.30707210844,2020yCat.1350....0G,0.4966,0.06679999828338623,2020yCat.1350....0G,-2.411,-0.97,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573963215938439296|TIC 461620665|Cl* NGC  188    PKM    6127|Cl* NGC  188    SMV   11238|2MASS J00551586+8518254|Gaia DR2 573963215938439296,573963215938439296,573963215938439296,461620665
