H,H_error,J,J_error,K,K_error,source_id,twomass_id,g,g_error,r,r_error,i,i_error,z,z_error,yMeanPSFMag,yMeanPSFMagErr,panstarrs1_id,solution_id,designation,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,TIC,BP_error,RP_error,G_error,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,BP-RP,BP-RP_error,G_abs,G_abs_error,g-r,g-r_error,g_abs,g_abs_error,outlier
13.569,0.043,13.836,0.032,13.433,0.039,573941019547362688,00445943+8511504,15.303,0.003758,14.903,0.001763,14.7559,0.002656,14.7204,0.002653,14.7031,0.003484,2.1023011247569766e+17,1636148068921376768,Gaia DR3 573941019547362688,1390795901,2016.0,11.247319860617644,0.018048706,85.19739341911237,0.016712068,0.4958102501321294,0.018963203,26.145914,2.700642,-2.4933834541047375,0.022532845,-1.037548462333535,0.02071445,0.0029940156,-0.043786205,-0.22170621,-0.0010664174,-0.10877609,0.038042404,0.091383286,-0.09415655,0.041330032,0.080340475,320,0,319,1,0.4036814,335.6313,0.0,0.0,31,false,1.5456567,,,,,,,,37,25,0.031945318,44,15,0,0.030120503,78.67775,0,0,1.0150847,0.055798247,0.06867528,0.17528273,0.1669427,-16.40375,-12.977376,58.46245,21.413328,false,347,20470.91744760087,5.428633,3770.9155,14.909524,37,10760.1897308224,28.321655,379.928,15.258992,37,13777.868734480035,17.697178,778.5348,14.3999405,1.198679,0,0,0,1,0,0.8590517,0.34946823,0.5095835,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.78602436085625,22.327470288074597,78.71113790449832,65.19833609804377,false,false,0,true,true,false,false,false,false,true,false,1.0238924e-13,5.114294e-13,0.99996364,,,,,,,,,,,,,,,,,,,,,,,461601152.0,0.002857742,0.0013945892,0.00028792376,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.6815504175796505,0.0031798691,3.055488040436148,0.083052574046989,0.03689766,0.004150992,2.361824019827247,0.08313705382941308,1
13.026,0.031,13.361,0.025,13.024,0.03,573941294425258496,00471182+8513314,14.7063,0.003216,14.3482,0.002715,14.2249,0.002914,14.2058,0.004838,14.2005,0.003001,2.102701179919213e+17,1636148068921376768,Gaia DR3 573941294425258496,897652897,2016.0,11.799114168073851,0.014901249,85.22543006112694,0.013080703,0.5276650015702934,0.015068873,35.016888,2.525432,-2.32072365919689,0.019252567,-0.9960163104092197,0.01623426,-0.015435987,0.014941375,-0.23261335,0.057388213,-0.08584326,0.09668161,0.022875296,-0.09405556,0.07944646,0.09401199,313,0,312,1,-1.0722158,286.42526,0.0,0.0,31,false,1.5640153,,,,,,,,36,23,0.027188681,42,14,0,0.024575787,83.06847,0,0,0.9559727,0.08888548,0.13218941,0.08825758,0.16299412,6.595189,-4.621037,-46.818565,13.083458,false,336,34466.64484221525,11.2791195,3055.7922,14.343869,39,18733.3168362993,26.179602,715.5692,14.657005,38,22319.321963433013,23.004728,970.2059,13.876193,1.1910831,0,0,0,0,0,0.78081226,0.3131361,0.46767616,-41.277725,5.7552056,2,17,8,14,4.4329762,,,909.3456,,5750.0,4.0,-0.25,111,,,,13.678221,0.1192226,10,,NOT_AVAILABLE,122.83649341788745,22.35446596174419,78.81389169379452,65.16596759380775,false,false,0,true,true,false,false,false,true,true,false,1.03335316e-13,5.161547e-13,0.99987,5873.5464,5817.51,5942.3203,3.8231,3.7869,3.8746,-0.529,-0.583,-0.4527,1783.4102,1692.0784,1829.5634,0.0515,0.0181,0.0849,0.0435,0.0153,0.0719,0.0235,0.0082,0.0388,PHOENIX,461601201.0,0.0015173042,0.0011190781,0.00035530434,0.08528342,0.21689115,0.2809779,0.16453248,0.93008393,0.69187886,0.5210902,0.40952244,0.33391017,0.20957293,0.12399356,0.08000097,0.6643665778274528,0.0018853509,2.7387692937926733,0.062013164962681146,0.11989486,0.004208786,2.3880072997464623,0.06209548328128798,-1
12.43,,13.2,0.08,12.744,0.066,573941328784984320,00465391+8514373,14.4514,0.022093,14.2613,0.002594,14.176,0.003183,14.1724,0.001826,14.1718,0.004357,2.102901172495732e+17,1636148068921376768,Gaia DR3 573941328784984320,735240805,2016.0,11.724754715169517,0.013632016,85.24364975910035,0.013064102,0.5110019472204241,0.014341494,35.631012,2.5768962,-2.2628014190488757,0.017010683,-1.2329329999205532,0.016343553,0.04437998,0.063402876,-0.30352122,-0.03634546,0.099535726,-0.028227964,-0.12431298,-0.12353545,-0.008590553,0.14754066,323,9,323,0,-0.5941933,309.6232,0.0,0.0,31,true,1.5926148,,,,,,,,37,24,0.025143752,43,16,0,0.028599126,87.7042,1,0,0.9754917,,,,,,,,,false,349,38279.29793661383,16.464193,2325.003,14.229957,40,22176.151599954228,32.077087,691.3393,14.473826,40,23768.398242052415,48.703384,488.02353,13.807896,1.2002454,0,1,0,2,0,0.66593075,0.24386978,0.42206097,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8301777429616,22.372796436521238,78.84863271672242,65.17851052994905,false,false,0,true,true,false,false,false,true,true,false,1.03226245e-13,5.156099e-13,0.9998808,6768.434,6747.925,6810.1147,3.949,3.9218,3.982,-0.517,-0.5437,-0.4937,1868.0563,1797.0778,1940.1312,0.3453,0.3349,0.3636,0.3021,0.2929,0.3184,0.1634,0.1584,0.1723,MARCS,,0.0015704824,0.002224762,0.00046698272,0.11315489,0.2877733,0.37280422,0.21830332,1.2340446,0.9179917,0.69138765,0.54335845,0.44303533,0.27806345,0.16451588,0.106146075,0.5114290983009351,0.0027232298,2.4842964641486596,0.06094511594606002,-0.12595314,0.022244763,1.7594680265990679,0.06482429881187388,-1
12.861,0.049,13.06,0.04,12.866,0.041,573941397504457344,00475158+8515090,14.1823,0.007916,13.9244,0.001986,13.8559,0.002729,13.8667,0.002197,13.8731,0.004008,2.1030011964869386e+17,1636148068921376768,Gaia DR3 573941397504457344,77021791,2016.0,11.96482364299212,0.012654629,85.25252917311943,0.011187856,0.5097379168770876,0.012687334,40.176914,2.3469045,-2.2149041685575277,0.015571752,-0.775990106175838,0.013870517,0.0445026,0.019889152,-0.3066357,0.07694866,0.04362845,0.09002485,0.024883244,0.0018559268,0.08900435,0.08956981,322,0,322,0,-0.9129739,298.17776,0.0,0.0,31,false,1.5938282,,,,,,,,37,23,0.022217019,44,17,0,0.024109084,90.63211,0,0,0.96292263,0.04174022,0.124051094,0.044239346,0.23827498,35.400524,-22.334562,-22.457022,14.020221,false,330,51799.303862823006,14.099214,3673.9143,13.901557,41,29702.872453497006,34.020893,873.0774,14.156546,38,31448.50407782981,49.291473,638.01105,13.503896,1.1805444,0,39,0,12,0,0.6526499,0.25498867,0.3976612,-44.797356,7.4314594,2,16,10,14,5.929424,,,909.34564,,6250.0,3.0,-0.25,111,,,,13.247477,0.10822785,6,,NOT_AVAILABLE,122.851845445725,22.381335577015196,78.88598727677811,65.16340017694763,false,false,0,true,true,false,false,false,true,true,false,1.03910167e-13,5.1902607e-13,0.99981314,6545.851,6523.2114,6565.4795,3.9155,3.8886,3.9384,-0.0602,-0.0747,-0.0461,1866.9039,1812.5045,1931.3661,0.1992,0.1884,0.21,0.1734,0.1639,0.1828,0.0933,0.0882,0.0984,MARCS,461601280.0,0.0012435738,0.0017017514,0.00029552574,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.4888028217792524,0.0021077082,2.133110016911031,0.054048573021070745,-0.077272594,0.008161326,1.4103384006123552,0.05462438979118034,-1
14.235,0.051,14.51,0.035,14.168,0.071,573941809821331456,00444076+8513090,15.8565,0.002448,15.5139,0.001794,15.4047,0.002945,15.3834,0.003832,15.3747,0.003531,2.1026011169955386e+17,1636148068921376768,Gaia DR3 573941809821331456,154238894,2016.0,11.169803401187902,0.024202952,85.21921821638117,0.024031542,0.4893445061317313,0.026257161,18.636612,2.2898395,-1.7645899662685083,0.031418387,-1.4593104493671658,0.030294279,-0.06796831,-0.04295528,-0.21532151,0.020573895,-0.16593927,0.06401527,0.17900968,-0.11337201,-0.09157873,0.011667768,292,0,286,6,0.06009674,295.08792,0.0,0.0,31,false,1.5682261,,,,,,,,34,23,0.044031274,41,15,0,0.032070782,79.265495,1,0,1.0013491,0.054761942,0.05641183,0.07234195,0.13539886,74.48691,33.696022,56.973953,26.557661,false,310,11753.125349727532,4.4006095,2670.795,15.511984,32,6453.0499043992995,14.955525,431.48267,15.81413,34,7617.718588320877,11.665157,653.0318,15.043333,1.1971937,0,0,0,2,0,0.7707968,0.30214596,0.46865082,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.7796805688241,22.349466191887977,78.75390063049463,65.21235918719596,false,false,0,true,false,false,false,false,true,true,false,1.02228494e-13,5.106289e-13,0.9999796,6179.2124,5993.4917,6268.835,4.5197,4.4658,4.6067,-0.4882,-0.7079,-0.4254,1363.2339,1145.0942,1464.4843,0.2336,0.1284,0.2826,0.1997,0.1093,0.2421,0.1082,0.0593,0.1312,MARCS,461601191.0,0.0025162916,0.0016626085,0.00040652172,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.5932959175796508,0.003015956,3.6294441201845267,0.11651718810242866,-0.020503044,0.003034986,2.8868193213773825,0.11654219222083113,-1
13.576,0.042,13.73,0.035,13.431,0.034,573941844181066368,00434156+8513171,14.8408,0.005676,14.5973,0.003151,14.5278,0.002851,14.5514,0.001653,14.5585,0.00289,2.1026010923405658e+17,1636148068921376768,Gaia DR3 573941844181066368,1064806060,2016.0,10.923100666348699,0.019153446,85.22147102807634,0.018114436,0.49958989860427166,0.019910231,25.09212,2.2877014,-2.0574554342712443,0.023618998,-1.0002274924468906,0.022723356,-0.035421874,-0.05342583,-0.28866106,-0.023926206,-0.017578833,0.042559434,0.13318954,-0.05831479,0.070843115,0.11037695,316,0,315,1,5.40166,480.85007,0.124584764,5.60406,31,false,1.5952892,,,,,,,,37,24,0.034369443,45,16,0,0.029537167,75.181786,0,0,1.2234497,0.035717033,0.03282052,0.15218501,0.14751239,-42.369404,12.757774,58.74497,18.597944,false,355,27727.747502578633,7.110336,3899.6396,14.58008,38,16020.766655039653,18.277613,876.52405,14.826834,39,16895.832731906507,17.191223,982.8174,14.178447,1.1871357,0,1,0,0,0,0.64838696,0.2467537,0.40163326,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.75753899268705,22.35234378334788,78.74107210625908,65.23232737471726,false,false,0,true,true,false,false,false,true,true,false,1.0360757e-13,5.183346e-13,0.9998432,6462.7046,6433.6772,6494.052,3.8582,3.8046,3.9706,-0.1926,-0.2155,-0.1697,2662.9475,2263.793,2856.5623,0.1482,0.1343,0.1654,0.1288,0.1167,0.1439,0.0694,0.0629,0.0776,MARCS,461599239.0,0.0012386838,0.0011047182,0.00027841964,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.4708859175796505,0.0016597409,2.7425347790213923,0.08654046160771477,-0.1196022,0.0064919777,1.9161145936175679,0.08672595317452196,-1
12.815,0.03,13.064,0.025,12.778,0.022,573942290857628288,00420665+8516471,14.3759,0.001985,14.0514,0.00241,13.9444,0.00318,13.937,0.003494,13.9207,0.004531,2.1033010527857658e+17,1636148068921376768,Gaia DR3 573942290857628288,1183098818,2016.0,10.527432553876684,0.01261323,85.27979497670988,0.011905667,0.5203631983113511,0.013074361,39.800278,2.5667057,-2.323795788030372,0.015515216,-1.089931519116581,0.014775209,-0.09989606,0.09329346,-0.32171875,-0.023933824,-0.034219716,-0.0003639797,0.06578399,-0.07373156,0.15060508,-0.014078267,335,0,334,1,0.7963753,353.09625,0.0,0.0,31,false,1.57013,,,,,,,,39,26,0.022006424,46,17,0,0.028213834,78.481514,0,0,1.0301826,0.05853187,0.07720998,0.09261251,0.10419694,-96.615166,39.44353,-58.711437,23.74587,false,382,45152.28734925504,10.952436,4122.579,14.050668,43,24907.06336183176,20.896807,1191.9076,14.347736,40,28928.913183908568,22.129688,1307.2445,13.594565,1.19232,0,3,0,6,0,0.75317097,0.2970686,0.45610237,-45.683903,7.0323367,2,20,2,17,5.8297396,,,978.1316,,5750.0,3.5,-0.25,111,,,,13.406182,0.09425247,21,,NOT_AVAILABLE,122.72439347026291,22.411804179101374,78.84319760599959,65.2837853735096,false,false,0,true,true,false,false,false,false,true,false,1.03072966e-13,5.1484424e-13,0.999896,,,,,,,,,,,,,,,,,,,,,,,461599296.0,0.0009109231,0.0008305533,0.00026336336,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,0.6166316748819352,0.0012327204,2.3778828131681067,0.05455986282534456,0.045190215,0.0031222308,1.8668532728505713,0.05459532485553003,-1
13.157,0.035,13.349,0.029,13.051,0.035,573942943692668416,00471341+8516398,14.7634,0.000315,14.3903,0.002749,14.2698,0.001703,14.255,0.002726,14.2337,0.004549,2.103301180603741e+17,1636148068921376768,Gaia DR3 573942943692668416,1260079919,2016.0,11.805921672743473,0.020244662,85.2777452767428,0.018570052,0.5727288338563523,0.020237105,28.300928,2.5194945,-2.294058721104164,0.026660504,-1.0417042579270448,0.024173291,-0.06087633,0.064400025,-0.37670636,0.036235426,0.038209427,0.07267053,-0.090887316,-0.066391066,0.042012874,0.075514145,340,0,338,2,9.998594,676.91815,0.16322935,11.647829,31,false,1.5612987,,,,,,,,39,25,0.038172785,44,17,0,0.024192672,94.59676,0,0,1.4103485,0.020696262,0.040007,0.022475347,0.11035401,-45.89823,18.916174,59.716,15.243567,false,371,33053.60905207143,7.6454506,4323.304,14.389319,38,17935.94279998195,18.176704,986.7544,14.704231,39,21599.66640516834,18.218512,1185.589,13.9117775,1.1961057,0,1,0,1,0,0.79245377,0.31491184,0.47754192,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83810724769616,22.40676292606521,78.92995688815111,65.18501225344914,false,false,0,true,true,false,false,false,true,true,false,1.0290279e-13,5.139943e-13,0.99991286,5710.245,5703.703,5726.3774,3.711,3.7068,3.7227,-0.2999,-0.3079,-0.2806,2217.7214,2193.0461,2226.447,0.0071,0.0024,0.0177,0.006,0.002,0.0149,0.0032,0.0011,0.008,MARCS,461601344.0,0.0011003105,0.0009157779,0.00025113576,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.6286063217792517,0.001431549,2.8738825583169736,0.07672836879920232,0.037928402,0.0027669887,2.244449405885485,0.0767286044081248,-1
13.661,0.035,13.857,0.03,13.554,0.041,573943149851092736,00462307+8517133,15.2162,0.00511,14.8628,0.002264,14.7546,0.002143,14.7361,0.003366,14.7257,0.002698,2.103401159628153e+17,1636148068921376768,Gaia DR3 573943149851092736,124817019,2016.0,11.59614942925021,0.021493932,85.28708246589551,0.019454025,0.5666752565671112,0.021912297,25.86106,2.5994573,-2.3790476715957922,0.029357843,-1.0475260080216784,0.024351753,-0.020481411,0.052981507,-0.23853011,0.054063216,0.049630247,0.08026725,0.027284615,0.055523645,0.098397434,0.06798115,339,0,338,1,6.9213033,565.39215,0.15045048,6.678462,31,false,1.5652125,,,,,,,,39,25,0.041214895,43,14,0,0.024100436,85.40419,0,0,1.2787613,0.07595015,0.07813447,0.016385362,0.11328473,13.514981,-5.830659,-57.365143,14.141641,false,358,21329.721665744175,5.6505384,3774.8123,14.864903,35,11658.958951455572,17.014807,685.2243,15.171893,34,13815.984655080103,16.838543,820.4976,14.396941,1.1943402,0,3,0,0,0,0.77495193,0.30698967,0.46796227,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8196452044659,22.41643412299955,78.93534306334679,65.20449887155137,false,false,0,true,true,false,false,false,true,true,false,1.0301997e-13,5.1623403e-13,0.99990124,6149.568,6137.7427,6162.092,4.2223,4.1899,4.2429,-0.2816,-0.2907,-0.272,1576.3472,1526.1746,1661.9202,0.1751,0.1685,0.1825,0.1488,0.1432,0.1552,0.08,0.0769,0.0835,PHOENIX,461601362.0,0.0015844975,0.0013232655,0.00028762655,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.6111048217792518,0.0020643799,3.326392567519299,0.08396736828986151,0.018228352,0.005589078,2.6741752121459164,0.0841222224329663,-1
12.921,0.033,13.164,0.03,12.891,0.03,573943218570566528,00455675+8517296,14.3331,0.004608,14.0553,0.003931,13.9631,0.002776,13.9673,0.001677,13.9635,0.005047,2.103501148655007e+17,1636148068921376768,Gaia DR3 573943218570566528,1578421520,2016.0,11.486322375300983,0.014811933,85.29158356814456,0.014132243,0.5380820224543035,0.015325705,35.109776,2.4453099,-2.2202699822489427,0.019616263,-1.024666617407757,0.017494995,-0.009143089,0.0014451861,-0.31623068,0.05558684,0.0148846,0.09596382,0.032301296,-0.0012879468,0.09737672,0.09022981,355,0,354,1,6.9742594,574.3902,0.10180975,5.7431746,31,false,1.5846056,,,,,,,,41,25,0.027956845,45,18,0,0.027158137,82.94677,0,0,1.2742382,0.020473836,0.012758687,0.036434665,0.1359966,-14.355953,-27.972204,-52.76506,19.28396,false,365,45820.061399843245,14.254879,3214.3423,14.034728,41,25917.112874147297,24.268501,1067.9321,14.304576,40,28495.4469715955,17.884981,1593.2612,13.610957,1.187527,0,0,0,2,0,0.6936188,0.26984787,0.4237709,-40.75644,4.8619366,2,18,10,16,5.6173544,,,978.13153,,6000.0,3.5,-0.25,111,,,,13.396381,0.090597406,9,,NOT_AVAILABLE,122.80999858810387,22.421133888522323,78.93738647059989,65.21454258198136,false,false,0,true,true,false,false,false,true,true,false,1.03416895e-13,5.165622e-13,0.9998619,6257.293,6237.9897,6283.078,3.8491,3.8401,3.867,-0.1638,-0.175,-0.1357,1880.7986,1844.7764,1895.8716,0.1317,0.1205,0.1462,0.1135,0.1037,0.126,0.0611,0.0559,0.0679,MARCS,461601369.0,0.0010166715,0.00068145525,0.00033777865,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.5297718217792511,0.0012239291,2.3837887295320446,0.06184900734482293,-0.05737132,0.0060569323,1.6786468181894243,0.06201950725796605,-1
13.636,0.046,13.822,0.039,13.525,0.046,573944077564006528,00442381+8519418,15.0127,0.002668,14.7458,0.002188,14.668,0.001801,14.6882,0.003342,14.7202,0.00328,2.1039011099034483e+17,1636148068921376768,Gaia DR3 573944077564006528,1118342002,2016.0,11.098824612301133,0.020277258,85.32837872710653,0.019492349,0.48997807056266335,0.020958045,23.378996,2.657403,-2.3771059243545807,0.025410062,-1.187921609367378,0.023858707,-0.06552957,0.06512478,-0.35164282,0.026576681,0.06938982,0.04170662,0.022311268,-0.03136629,0.05863918,-0.01569561,350,0,349,1,7.380098,598.6917,0.15200152,7.706639,31,false,1.593603,,,,,,,,40,25,0.036155727,46,18,0,0.022467177,82.25322,0,0,1.2931161,0.08668419,0.04244822,0.009922899,0.121116884,-106.27877,54.192482,-50.68978,19.70544,false,382,23917.788191786298,7.343778,3256.878,14.740564,42,13832.846097847763,22.883482,604.4904,14.986263,41,14775.455112091442,30.905033,478.0922,14.324043,1.1961098,0,18,0,18,0,0.66222,0.24569893,0.41652107,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.77677938634493,22.458750318538822,78.9916227382186,65.25745631842973,false,false,0,true,true,false,false,false,true,true,false,1.04326446e-13,5.2232253e-13,0.9997719,6462.797,6437.553,6487.0713,4.1476,4.1028,4.1752,-0.1658,-0.1823,-0.148,1935.7181,1861.0079,2062.6758,0.1556,0.1428,0.1675,0.1351,0.1239,0.1455,0.0728,0.0668,0.0785,MARCS,461601426.0,0.0017961182,0.0022709765,0.00033336718,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,0.5393346237850185,0.0028954057,2.962560954409708,0.09288193539622858,0.015521109,0.0034504444,2.4820613327904844,0.09291964815731413,-1
13.672,0.041,14.031,0.03,13.631,0.042,573944283722429952,00432396+8520325,15.3331,0.002872,15.008,0.002031,14.8938,0.003517,14.8622,0.003198,14.8531,0.008188,2.104101084967217e+17,1636148068921376768,Gaia DR3 573944283722429952,1692006547,2016.0,10.849435637836109,0.017360609,85.34240870140525,0.017729541,0.5127384803413874,0.018624429,27.530428,2.572524,-2.3586373922896526,0.022910252,-1.0269903444676498,0.023619438,-0.111905426,0.10601364,-0.30396244,-0.009952726,0.01758026,0.019371282,-0.02664814,0.04621218,-0.07962641,-0.048560068,344,0,342,2,0.69834256,369.76294,0.0,0.0,31,false,1.5684118,,,,,,,,40,25,0.03323175,46,16,0,0.03033523,77.20095,0,0,1.0260216,0.06298248,0.10389027,0.084308244,0.09823263,177.98653,61.575184,-55.97019,32.97496,false,375,19078.192157310892,18.514431,1030.4498,14.986024,37,10577.076373995902,38.984863,271.31238,15.277628,37,12383.692739762691,39.512356,313.41318,14.51577,1.2035086,0,9,0,9,0,0.761858,0.29160404,0.47025394,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,122.75532483321871,22.473415820693244,79.00553486276492,65.28142054271807,false,false,0,true,true,false,true,false,true,true,false,1.022846e-13,5.3271195e-13,0.9999745,6223.852,6187.325,6248.8584,4.1969,4.1795,4.2141,-0.3455,-0.3736,-0.3186,1735.9215,1690.0667,1782.3453,0.2481,0.2276,0.2618,0.2124,0.1947,0.2243,0.1149,0.1053,0.1213,MARCS,461599358.0,0.004001794,0.0034642327,0.0010536527,0.089999996,0.22888626,0.29651728,0.1736319,0.98152196,0.730143,0.54990894,0.432171,0.35237697,0.22116329,0.13085099,0.0844254,0.6389726237850191,0.0052929446,3.306617297853008,0.07888239690967454,0.07372099,0.0035175767,2.9010579142708925,0.07892762977612935,-1
13.252,0.034,13.605,0.029,13.171,0.03,573964109291478400,00494687+8520315,15.0444,0.005696,14.6286,0.002136,14.5008,0.005087,14.4573,0.003529,14.4293,0.003395,2.104101244512613e+17,1636148068921376768,Gaia DR3 573964109291478400,1468815763,2016.0,12.445065380680639,0.015134923,85.34210504534708,0.014577582,0.5192200548695725,0.015902312,32.6506,2.6718502,-2.429558451122531,0.021084169,-1.1117685668143298,0.019083068,-0.0815585,0.039165493,-0.25378403,0.086064994,-0.041092005,0.10799656,-0.0006899958,-0.08664967,0.048777062,-0.0213514,346,0,344,2,-0.2717126,341.02686,0.0,0.0,31,false,1.5469887,,,,,,,,40,26,0.029598828,46,15,0,0.019131111,89.433495,0,0,0.9886034,0.032093298,0.052322034,0.023421796,0.10053403,-62.958534,35.855156,38.759716,17.89637,false,386,26119.977151001287,6.190007,4219.7007,14.644935,40,13790.12314621203,15.347574,898.52136,14.989622,38,17595.368330562327,13.259561,1326.9949,14.134399,1.2015896,0,1,0,0,0,0.8552227,0.34468746,0.51053524,-34.826317,9.576079,2,17,0,14,3.6889207,,,978.0575,,5500.0,4.5,-0.25,111,,,,13.912161,0.14300323,17,,NOT_AVAILABLE,122.89550235125961,22.470472259543968,79.11884817650976,65.16087125889138,false,false,0,true,true,false,false,false,true,true,false,1.025089e-13,5.12027e-13,0.99995184,5845.0566,5828.244,5861.9336,4.0607,4.0458,4.0743,-0.2798,-0.2948,-0.2649,1758.2793,1715.648,1804.7183,0.1572,0.1483,0.166,0.1316,0.124,0.1389,0.0705,0.0665,0.0745,PHOENIX,461618834.0,0.0012083588,0.0008181917,0.0002573017,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.6913758217792516,0.0014593041,2.9165106115722828,0.06650685318422933,0.080628216,0.0060833306,2.312461596469896,0.06674982945081742,1
